Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA
GALLOTTA SNC DI MARIA TERESA E MARCO GALLOTTA,"Via Monte Cervialto, 205",00139,Roma,Roma (RM),Lazio,F/9164,10561381004
GALLOTTA SNC DI MARIA TERESA E MARCO GALLOTTA,"Via Pannini, 37",00196,Roma,Roma (RM),Lazio,F/9166,10561381004
GALLOTTA SNC,"Piazza dell'Ateneo Salesiano, 48",00139,Roma,Roma (RM),Lazio,F/9199,10561381004
FARMACIE GALLOTTA S.R.L.,"Corso Francia, 172-174-176",00191,Roma,Roma (RM),Lazio,F/9723,10561381004
MONTI DI CRETA,"Via Monti Di Creta, 82",00167,Roma,Roma (RM),Lazio,F/9782,15232301000
FARMACIA LA TORRE,"Via due giugno, 49",00013,Fonte nuova,Roma (RM),Lazio,F/20464,15010471009
GERMANICO SRL,"Via GERMANICO, 87/91",00192,Roma,Roma (RM),Lazio,F/9765,15418261002
Farmacia Ianni Dei D.ri Emirene E Gianluca Ianni S.n.c.,"Via di Grottarossa, 161-161/A",00189,Roma,Roma (RM),Lazio,F/9685,03583501006
IANNI DEI DR.I EMIRENE E GIANLUCA IANNI SNC,"Via Cassia, 942",00189,Roma,Roma (RM),Lazio,F/9724,03583501006
FARMACIA PONTE GALERIA S.A.S. DEL DOTT. LEONE FOCOLARI,"Via Portuense, 1440 A/B",00148,Roma,Roma (RM),Lazio,F/9615,15483651004
Farmacia San Carlo S.r.l. Del Dott. Stefano Melchiorri,"Viale Viale Delle Provincie, 66/68/70/72",00162,Roma,Roma (RM),Lazio,F/9120,14572011006
ADROWER SRL,"Via G. Fuggetta, 76",00149,Roma,Roma (RM),Lazio,F/9602,15667481004
FARMACIA CRESCIMANNO SNC,"Via Federico Borromeo, 13/15",00168,Roma,Roma (RM),Lazio,F/9671,15451821001
farmacia Roncagli,"Largo G.Roncagli, 12",00122,Roma,Roma (RM),Lazio,F/20481,03548211204
FARMACIA COMUNALE MARZOLANO DEL DR.VALERIO BATTISTI,"Stradaprovinciale PASCOLARE, 213",00018,Palombara sabina,Roma (RM),Lazio,F/20402,15540971007
Farmacia Piazza Merolli snc,"Piazza Pietro Merolli, 18",00151,Roma,Roma (RM),Lazio,F/9635,13958301007
Farmacia Nettunense,"Via Nettunense, 132c",00075,Lanuvio,Roma (RM),Lazio,F/20754,15806761001
FARMACIA MATTEAZZI SRL,"Via Aristide Carabelli, 52-54-56",00121,Roma,Roma (RM),Lazio,F/9630,09068781005
STESAB FARMACEUTICI SNC di Sabina Carbone e C.,"Via Del Monte delle Capre, 45 B",00148,Roma,Roma (RM),Lazio,F/20611,15022161002
jenner sas,"Viale colli Poretuensi, 173/175",00151,Roma,Roma (RM),Lazio,F/9661,14462951006
Farmacia San Gregorio CNR S.r.l.,"Piazza Certaldo, 23/25",00146,Roma,Roma (RM),Lazio,F/20670,15459031009
Farmacia Sacco e Vanzetti s.r.l.,"Viale Sacco e Vanzetti, 130",00155,Roma,Roma (RM),Lazio,F/20671,15721231007
Farmacia Le Colline snc delle Dottoresse Cirri Paola e Ferrante Teresa,"Via Laurentina, 1529",00134,Roma,Roma (RM),Lazio,F/20673,15473231007
FARMACIA TRE PINI S.A.S,"Via RENATO RASCEL, 24-26",00128,Roma,Roma (RM),Lazio,F/20674,15505971000
SPAZIANI ADRIANA,"Viale dei Coccei, 2",00044,Frascati,Roma (RM),Lazio,F/10036,15530431004
FARMACIE RIGANO SOCIETA' IN NOME COLLETTIVO IN BREVE FARMACIE RIGANO S.N.C.,"Piazza della Chiesa Nuova, 21/A",00186,Roma,Roma (RM),Lazio,F/9259,14400351004
FARMACIE RIGANO SNC,"Via ANGUILLARESE, 111/113",00123,Roma,Roma (RM),Lazio,F/9761,14400351004
PALLANTE SNC di Paolo Pallante & C,"Piazza Plebiscito, 17/18",00019,Tivoli,Roma (RM),Lazio,F/9843,15534271000
Farmacia Centroni srl,"Via del fosso centroni, 82, 84, 86",00118,Roma,Roma (RM),Lazio,F/20682,15462541002
FARMACIA MORABITO S.A.S,"Via Mario Pelagalli, 1",00052,Cerveteri,Roma (RM),Lazio,F/18103,15507081006
CELANI DI ALESSANDRO CELANI SAS,"Via Isole Curzolane, 156",00139,Roma,Roma (RM),Lazio,F/9190,08252801009
Farmacia Bavaro Sas della dr.ssa Rosanna Bavaro & C,"Via Trionfale, 8578",00135,Roma,Roma (RM),Lazio,F/9720,15405031004
Farmacia Casalmonastero Eredi Buonassisi Giuseppina,"Via Crescenzio Conte di Sabina, 45",00131,Roma,Roma (RM),Lazio,F/9175,16007461003
FARMACIA PORTA METRONIA SRL,"Largo Pannonia, 4/5/6",00183,Roma,Roma (RM),Lazio,F/9542,02221920685
Farmacia Villa Adriana s.a.s. della dottoressa De Lellis Natalia e C.,"Via DI VILLA ADRIANA, 15-17",00019,Tivoli,Roma (RM),Lazio,F/20621,15467011001
FARMACIA SORBONA s.n.c.,"Via DEI GIARDINETTI, 208",00133,Roma,Roma (RM),Lazio,F/20688,15552411009
FARMACIA DELLA STAZIONE S.N.C.,"Via prenestina nuova, 52",00039,Zagarolo,Roma (RM),Lazio,F/20690,15616861009
FARMACIA,"Via VIA NETTUNENSE, 324",00041,Albano laziale,Roma (RM),Lazio,F/20691,15626651002
Farmacia Giovannone di Alessia e Laura Albanese snc,"Via Santa Apollaria, 31",00039,Zagarolo,Roma (RM),Lazio,F/20759,12922481002
Farmacia Giovannone Di Alessia E Laura Albanese Snc,"Viale Ungheria, 91",00039,Zagarolo,Roma (RM),Lazio,F/9877,12922481002
FARMACIA PIAZZA BOLOGNA DOTT.ROCCO CRIMI SOCIETA' A RESPONSABILITA' LIMITATA,"Piazza Bologna, 19/20",00162,Roma,Roma (RM),Lazio,F/9197,15356391001
BRUGNOLI ALESSIO,"Via Carmelo Maestrini, 306",00128,Roma,Roma (RM),Lazio,F/9504,06730681001
FARMACIA IANNOTTA SRL,"Piazza Pio XI, 30",00165,Roma,Roma (RM),Lazio,F/9737,10086901005
FLAMINIA IV,"Viale Pinturicchio, 19/A",00196,Roma,Roma (RM),Lazio,F/9162,13934231005
FARMACIE MANNELLA DI FABRIZIO MANNELLA & C. SOCIETA' IN NOME COLL ETTIVO,"Via Bulgaria, 35",00196,Roma,Roma (RM),Lazio,F/9177,13934231005
Flaminia III,"Viale del Vignola, 113",00196,Roma,Roma (RM),Lazio,F/9236,13934231005
FARMACIA NICOTRA S.R.L.,"Viale CADUTI PER LA RESISTENZA, 117-119",00128,Roma,Roma (RM),Lazio,F/9459,13128121004
PADRE PIO SAS DELLA DR.SSA MARIA LUISA GRANA & C.,"Via A. Fiori, 37/39",00156,Roma,Roma (RM),Lazio,F/9388,05888241006
Farmacia S. Onofrio sede 193,"Via Trionfale, 8768",00135,Roma,Roma (RM),Lazio,F/9668,05888241006
"FARMACIA PIE' DI COST@ 4.0 S.N.C. DELLE DOTTORESSE ANNA MARIA, PAOLA, ANTONELLA E ALESSANDRA","Via STROMBOLI, 1A-1B",00015,Monterotondo,Roma (RM),Lazio,F/20357,14942211005
FARMACIA NOVA SALUS S.R.L.,"Corso Trieste, 29",00198,Roma,Roma (RM),Lazio,F/9231,15039601008
Farmacia Comunale S. Giovanni Battista,"Via Colle Stretto, 4",00018,Palombara sabina,Roma (RM),Lazio,F/18365,11745161007
Farmacia Villa Claudia,"Via di Villa Claudia, 106",00042,Anzio,Roma (RM),Lazio,F/20403,14928201004
FARMACIA DELLA DARSENA S.N.C DI CODELLA ELVIRA FILOMENA E D'ORSI VINCENZO,"Via ANCO MARZIO, 44/46",00054,Fiumicino,Roma (RM),Lazio,F/20405,15004251003
Farmacia Manziana,"Corso Vittorio Emanuele, 144",00066,Manziana,Roma (RM),Lazio,F/9800,14550571005
ANTICA FARMACIA REALE DELLA GIULIO TASSONI FARMAHOLDINGS.R.L.S-S.A.S,"Via della Vite, 1/A",00187,Roma,Roma (RM),Lazio,F/9090,10218961000
Comunale 2 Velletri,Via Ugo La Malfa 32/38,00049,Velletri,Roma (RM),Lazio,F/10052,06679251006
FARMACIA DEL SOLE SRL,"Viale DEI PROMONTORI, 292",00122,Roma,Roma (RM),Lazio,F/20369,14994291004
FARMACIA BONSIGNORI S.A.S. DI GIUSEPPE BONSIGNORI & CO,"Via Tagliamento, 58/60",00192,Roma,Roma (RM),Lazio,F/9083,14828021007
TOZZI della dott.ssa PATRIZIA BELLEZZA,"Via Provinciale Roma, 55",00060,Capena,Roma (RM),Lazio,F/9794,15004721005
FARMACIA COLLE DEGLI ABETI,"Via Monsignor Pietro Orsi, 37-39",00132,Roma,Roma (RM),Lazio,F/20407,15018461002
FARMACIA INGLESE S.R.L.,"Viale MARCONI, 107",00146,Roma,Roma (RM),Lazio,F/9647,15038491005
FARMACIA DELLE EBRIDI SOCIETA IN ACCOMANDITA SEMPLICE DI V INCENZO MARIA ODDI & Co.,"Via dell'Appagliatore, 46/c - Ang. Via Stiepovich",00121,Roma,Roma (RM),Lazio,F/9455,15036821005
AZIENDA SPECIALE VELLETRI COMUNALE 1,"Corso della Repubblica, 1",00049,Velletri,Roma (RM),Lazio,F/18116,06679251006
COMUNALE 3 VELLETRI,Via Caranella 80 A/B,00049,Velletri,Roma (RM),Lazio,F/18154,06679251006
COMUNALE 4 VELLETRI SERV. SPA,"Via di Colle Caldara, 17",00049,Velletri,Roma (RM),Lazio,F/18491,06679251006
Farmacia Oderisi Da Gubbio S.a.s. Del Dott. Vincenzo Pastore,"Via Oderisi Da Gubbio, 241",00146,Roma,Roma (RM),Lazio,F/9640,14502381008
Farmacia San Pancrazio,"Via Riccardo Lombardi, 8",00041,Albano laziale,Roma (RM),Lazio,F/20121,14768721004
FARMACIA INTERNAZIONALE BARBERINI SNC,"Piazza Barberini, 49",00187,Roma,Roma (RM),Lazio,F/9218,14076201004
FARMACIA DI CARLO S.A.S.,"Via Capo Passero, 26/32",00122,Roma,Roma (RM),Lazio,F/9564,12995861007
FARMACIA RICCI DR. NEMESIO,"Piazza Cola di Rienzo, 31",00192,Roma,Roma (RM),Lazio,F/9740,14607461002
FARMACIA DE CECCO S.R.L.,"Largo dello zodiaco, 7",00061,Anguillara sabazia,Roma (RM),Lazio,F/9796,15293981005
Farmacia Barazanò s.r.l.,"Via Barzanò, 11-13",00119,Roma,Roma (RM),Lazio,F/20381,14932401004
FARMACIA DUE TORRI S.R.L.,"Via PIAN DUE TORRI, 39/A-B-C",00146,Roma,Roma (RM),Lazio,F/20382,15016331009
ANTICA FARMACIA SANTA EMANUELA S.R.L.,"Via dei Sardi, 29",00185,Roma,Roma (RM),Lazio,F/9182,13638241003
FARMACIA BOTTARI S.R.L.,"Via NISO, 16/24",00040,Ardea,Roma (RM),Lazio,F/10014,15038611008
Farmacia Bernari srl,"Via via Carlo Bernari, 37-39-41",00139,Roma,Roma (RM),Lazio,F/20457,14994091008
FARMACIA FIORELLI SRL,"Piazza Togliatti, 41",00047,Marino,Roma (RM),Lazio,F/10016,15034481000
farmacia cotogni sas,"Via nomentana, 32",00015,Monterotondo,Roma (RM),Lazio,F/9847,14632591005
FARMACIA DEL MARE DELLE DOTT.SSE COCO MARIA E PAGANO ANTONINA,"Piazzale DELLA STAZIONE DI CASTEL FUSANO,, 1/1A/1B",00122,Roma,Roma (RM),Lazio,F/20458,14943531005
Farmacia Umberto Frisoni snc del Dr. Dario Frisoni & C,"Viale Furio Camillo, 51",00181,Roma,Roma (RM),Lazio,F/9497,04534321007
FARMACIA BROCCHIERI DUE SNC DEL DR. RENATO BROCCHIERI & C.,"Via Fontana dell'Oste, Snc",00034,Colleferro,Roma (RM),Lazio,F/9845,11496461002
Farmacrimi Europea Srl,"Via della Croce, 11",00187,Roma,Roma (RM),Lazio,F/9121,10914191001
Prati Fiscali,"Via Delle Isole Curzolane, 31",00139,Roma,Roma (RM),Lazio,F/9269,09527621008
FARMACIA ROSSI DEI DOTTORI ANGELAMARIA ROSSI E MATTEO CIRILLI SNC,"Largo CAVOUR, 3-4",00053,Civitavecchia,Roma (RM),Lazio,F/9815,14252281002
FARMACIA DEL BORGO SAS DI BRUNO MIGLIORE,"Via Doganale, 108",00052,Cerveteri,Roma (RM),Lazio,F/19016,15007911009
Farmacia Sant'Antonio S.n.c.,"Via Ardeatina, 320",00042,Anzio,Roma (RM),Lazio,F/19887,14465671007
farmacia I Platani snc,"Via Prenestina Antica, 220",00036,Palestrina,Roma (RM),Lazio,F/20384,15066361005
Farmacia Giuliani del Dott. Sandro Giuliani,"Via Antonio Gramsci, 252 f",00075,Lanuvio,Roma (RM),Lazio,F/20387,15151831003
FARMA 801 SRL,"Via Via Luigi Sica, 7/9",00126,Roma,Roma (RM),Lazio,F/20388,15035721008
Farmacia Arcacci,"Via di Torrenova, 419-427",00133,Roma,Roma (RM),Lazio,F/20391,15012911002
FARMACRIMI APUANIA Srl,"Piazzale della Stazione Tiburtina, 1",00162,Roma,Roma (RM),Lazio,F/9170,09207911000
Farmacia Al Vaticano Del Dr. Quarta Salvatore,"Via Gregorio Vii, 129/131",00165,Roma,Roma (RM),Lazio,F/9689,05878620482
Farmacia Trigoria S.n.c. Delle Dott.sse Vitocolonna Federica E Silvi Emanuela,"Via Giancarlo Vigorelli, 19",00128,Roma,Roma (RM),Lazio,F/20149,14381711002
EREDI POGGI RENZO,"Via EMPOLITANA, 17",00019,Tivoli,Roma (RM),Lazio,F/9887,15143941001
Farmacia Grana SAS del Dott. Pietro Grana,"Via di Villa Severini, 34",00191,Roma,Roma (RM),Lazio,F/9692,10062781009
Farmacia Longo snc del Dr. Giuseppe Longo,"Piazza Vittorio Emanuele II, 46",00185,Roma,Roma (RM),Lazio,F/9224,04585611009
Farmacia Villa Desideri S.a.s. Della Dott.ssa Maria Angela Lidonnici,"Via Marcantonio Colonna, 2",00047,Marino,Roma (RM),Lazio,F/10045,14405451007
FARMACIA CIOCCOLONI SRL societa' scon socio unico,"Via DELLA VITTORIA, 7",00063,Campagnano di roma,Roma (RM),Lazio,F/9950,06778481009
FARMACIA MORETTI S.A.S. DEL DOTTOR FRANCESCO MORETTI,"Via Fezzan, 16/18",00199,Roma,Roma (RM),Lazio,F/9141,14098201008
FARMACIA BELVEDERE DI TORELLI CRISTIANA,"Via Cerchiara, 1",00060,Riano,Roma (RM),Lazio,F/17186,14721281005
Farmacia Centrale,"Via Dante Alighieri, 45",00060,Riano,Roma (RM),Lazio,F/19955,14621491001
FARMACIA VILLA ADA SNC,"Via Anapo, 38/40",00199,Roma,Roma (RM),Lazio,F/9140,14038671005
farmacia san Giorgio srl,"Via Amsterdam, 78/80",00144,Roma,Roma (RM),Lazio,F/17984,14854581007
CUCCHIARONI MARCO,"Via Giacomo Matteotti, 6/8/10",00015,Monterotondo,Roma (RM),Lazio,F/9923,14563771006
FARMACIA DEI GELSI FRATELLI POLI SANDRI SOCIETA' IN NOME COLLETTIVO DI MARCO GUIDO E PAOLA POLI SANDRI,"Via dei Gelsi, 15 A",00171,Roma,Roma (RM),Lazio,F/9374,14875731003
farmacia fieramonti srl,"Via san giacomo, 228",00048,Nettuno,Roma (RM),Lazio,F/18034,15093151007
FARMACIA PROCACCINI SAS DEL DR. ALFREDO PROCACCINI & C,"Via Giuseppe Donati, 62",00159,Roma,Roma (RM),Lazio,F/9349,15035711009
Farmacia Franceschetti S.a.s. Del Dr. Fabio Amici & C.,"Corso Trieste, 55",00047,Marino,Roma (RM),Lazio,F/9970,13293081009
Antica Farmacia Salucci Della Dott.ssa Brunella Cherici,"Via Della Liberta', 50",00018,Palombara sabina,Roma (RM),Lazio,F/9924,14390771005
Farmacia Colle Di Mezzo,"Via V. Cerulli, 16/20",00143,Roma,Roma (RM),Lazio,F/9512,02406610598
Farmacia Della Salute Di Pietro E Francesca Tornaghi Snc,"Via Della Libertà, 19",00024,Castel madama,Roma (RM),Lazio,F/9922,04486531009
Farmacia Maccagno S.r.l.,"Via Romeo Rodriguez Pereira, 154",00136,Roma,Roma (RM),Lazio,F/9734,14545351000
FARMACIA PORTA PIA SAS DEL DR. EMILIO CABELLA & C.,"Via Nomentana, 25",00161,Roma,Roma (RM),Lazio,F/9278,14787481002
FARMACIA PANUNZI S.R.L.,"Viale Antonio Ciamarra, 235/237",00173,Roma,Roma (RM),Lazio,F/9769,14561061004
FARMACIE SAN RAFFAELE SAS DI BIANCA MARIA AIELLO,"Piazza Enrico Coleman, 9",00155,Roma,Roma (RM),Lazio,F/9338,11429991000
FARMACIE SAN RAFFAELE srl,"Via di Carcaricola, 85",00133,Roma,Roma (RM),Lazio,F/9750,11429991000
FARMACIE SAN RAFFAELE SAS DI BIANCA MARIA AIELLO,"Via Tiburtina Valeria, 92",00011,Guidonia montecelio,Roma (RM),Lazio,F/9856,11429991000
GIOVANNI VERGA n.735,"Via Ugo Ojetti, 452/454",00137,Roma,Roma (RM),Lazio,F/20428,15145441000
FARMACIA MONTICHIARI di FRANCESCA ANTONIA FRENO,"Via VINCENZO COMPARINI, 122",00188,Roma,Roma (RM),Lazio,F/20429,01053890800
Di Concetto dr.ssa Stefania,"Via Laurentina, 172",00040,Ardea,Roma (RM),Lazio,F/18599,01694040443
Farmacia Colle Romito Del Dott. Cuccaro Domenico S.a.s.&,"Largo Dei Cembri, 12-13",00040,Ardea,Roma (RM),Lazio,F/19972,14369541009
Farmacia Borgo Dott.ssa Donatella Denza,"Piazza Palmiro Togliatti, 4",00010,Montelibretti,Roma (RM),Lazio,F/17099,01173410570
FARMACIA AURORA DEL BENESSERE SRL,"Via dei Prati Fiscali, 278",00141,Roma,Roma (RM),Lazio,F/9191,13316011009
N^2847/Sede N^573 (Makalle),"Via Nomentana, 451",00162,Roma,Roma (RM),Lazio,F/9137,09467481009
IOCULANO DI DOMENICO IOCULANO SAS,"Via Tiburtina, 40",00185,Roma,Roma (RM),Lazio,F/9242,09467481009
S. FRANCESCO DI PAOLA DI C. & G. TEBANO SNC,"Via A. Meldola, 112",00143,Roma,Roma (RM),Lazio,F/9492,04428251005
S. FRANCESCO DI PAOLA SNC,"Via STEFANO GRADI, 126/128",00143,Roma,Roma (RM),Lazio,F/9503,04428251005
Farmacia Orsenigo,"Piazza Cavalieri Di Vittorio Veneto, 9",00048,Nettuno,Roma (RM),Lazio,F/9982,11502351007
Farmacie Angelini S.r.l.,"Via Tiburtina, 348/350",00159,Roma,Roma (RM),Lazio,F/9380,14112581005
Farmacia Pineta Sacchetti Di Avenia Antonio E C. Societa' In Nomecollettivo,"Via Pineta Sacchetti, 464",00168,Roma,Roma (RM),Lazio,F/9767,09254471007
Farmacia Rossi Brunori Snc Del Dr. Enrico Maria Rossi Brunori & C.,"Corso Umberto, 34",00010,Montelibretti,Roma (RM),Lazio,F/9891,14560941008
TERME GORDIANE,"Viale Venezia Giulia, 113",00177,Roma,Roma (RM),Lazio,F/9517,14970201001
ANTICA FARMACIA DEL CORSO SNC,"Vicolo Sciarra, 61A/61B",00186,Roma,Roma (RM),Lazio,F/9254,05566591003
FARMACIA FACCIOLA' DEL DR. FABIO FACCIOLA' & C. SNC,"Via E. Rolli, 19",00153,Roma,Roma (RM),Lazio,F/9624,09236941002
Farmacia Valle Muricana del dr. Francesco Capria & C. Snc,"Via Valle Muricana, 685/687/687A",00188,Roma,Roma (RM),Lazio,F/20436,14933301005
"Farmacia Campo Ascolano snc di Giovanni Chiodo, Cristiana Carletti e Rosa Ranaldo","Via Lago Maggiore, 42",00071,Pomezia,Roma (RM),Lazio,F/20437,15100221009
LOPRIORE Srl,"Via Etruria, 13/B",00183,Roma,Roma (RM),Lazio,F/9515,05006371008
Farmacia Gatti Sas Della Dr.ssa Paola Gatti & C.,"Via R. R. Garibaldi, 87",00145,Roma,Roma (RM),Lazio,F/9494,14554791005
Farmacia Mazzeo S.a.s. Del Dott. Davide Mazzeo & C.,"Via Colle Nocello, 147",00012,Guidonia montecelio,Roma (RM),Lazio,F/9511,08652181002
Inguaggiato giorgio,"Via Flavio Stilicone, 253-257",00175,Roma,Roma (RM),Lazio,F/9304,07649221004
FARMACIA DEI MASSIMI DEI DR.RI ROBERTA E ANDREA CECI SNC,"Piazza Monte Gaudio, 25",00135,Roma,Roma (RM),Lazio,F/9772,05483471008
Luchino Visconti,"Via Di Settebagni, 300",00139,Roma,Roma (RM),Lazio,F/20346,15054541006
FARMACIA RUSSO DI MARCO DI ATTILIO,"Via Ugento, 44,46,48",00171,Roma,Roma (RM),Lazio,F/9282,15041741008
FARMACIE COLI SNC,"Viale MARCO POLO, 35",00154,Roma,Roma (RM),Lazio,F/9184,08217151003
COLI DEL DOTT. PIERGIORGIO COLI E FIGLI SNC,"Via Andrea Mantegna, 42/44",00147,Roma,Roma (RM),Lazio,F/9420,08217151003
FARMACIA TRUCCO SRL,"Via San Marino, 16",00030,Gorga,Roma (RM),Lazio,F/9881,15079661003
Farmacia Libia Fregene,"Viale Viareggio, 137/B",00054,Fiumicino,Roma (RM),Lazio,F/20351,14952611003
FARMACIA DOTT. LINSALATA DOMENICO,"Viale Roma, 112",00018,Palombara sabina,Roma (RM),Lazio,F/9859,N.D.
FARMACIA DEL BUON AUGURIO S.N.C.,"Via Vecchia di Velletri, 10",00040,Rocca di papa,Roma (RM),Lazio,F/18141,08353631214
SACRO CUORE DEL DR. DAVID GIAMPIERO,"Via G. Alessi, 183",00176,Roma,Roma (RM),Lazio,F/9465,10116961003
Farmacia SAN MAURIZIO Srl,"Via dell'Albareto, 74-76-78-80-82",00126,Roma,Roma (RM),Lazio,F/21005,16408991004
FARMACIA CASINI SRL,"Via Nomentana, 939/R",00137,Roma,Roma (RM),Lazio,F/9248,16461861003
BORNEO SRL,"Piazzale GREGORIO VII, 21",00165,Roma,Roma (RM),Lazio,F/9690,16791161009
Farmacia Nappo di Nappo Carla Marina Rita & C. S.A.S.,"Viale parigi, 2",00060,Riano,Roma (RM),Lazio,F/9805,16704051008
ENORFARM di Enei Orsola e C.,"Via dei Serpenti, 177",00184,Roma,Roma (RM),Lazio,F/9084,16138031006
DEI QURITI DI EMILIA BERNOCCHI E C. SAS,"Piazza dei Quiriti, 1/2",00192,Roma,Roma (RM),Lazio,F/9665,13441291005
farmacia boito sas dr.ssa francesca di filippo,"Viale Somalia, 235",00199,Roma,Roma (RM),Lazio,F/9149,14570811001
FARMACIA FABBRI SAS Via Degli Olmetti 3/d,"Via Degli Olmetti, 3/d",00060,Formello,Roma (RM),Lazio,F/18879,14784671001
CENTONZE snc,"Via della Magliana, 191-191/a",00146,Roma,Roma (RM),Lazio,F/9593,16420901007
FARMACIA STAZI SAS DI STAZI DR. UBALDO & C,"Via Aldo Moro, 88-90",00010,Gallicano nel lazio,Roma (RM),Lazio,F/9898,16889771008
Farmacia Mostacci SNC del Dr. Franco Mostacci & C,"Viale Aventino, 78",00153,Roma,Roma (RM),Lazio,F/9111,15035301009
FARMACIA MORELLI S.A.S. DELLA DOTTORESSA SIMONETTA MORELLI,"Via G. Boccomini, 25",00139,Roma,Roma (RM),Lazio,F/9169,15182071009
SANFARMA SRL FARMACIA SANT'ANTONIO,"Viale Jonio, 353",00141,Roma,Roma (RM),Lazio,F/9094,14725851001
farmacia la lucchina della dottoressa maria grazia albo e Co S.N.C.,"Via della Lucchina, 131/A",00135,Roma,Roma (RM),Lazio,F/9143,14889981008
Macchiaroli Monica,"Via Santa Maria, 5",00030,Castel san pietro romano,Roma (RM),Lazio,F/9895,14927111006
CROCE EMILIO,"Via Bresadola, 19/21",00171,Roma,Roma (RM),Lazio,F/9296,00821600582
Farmacia Ciarcia' SNC,"Via baccanello, 361",00123,Roma,Roma (RM),Lazio,F/9666,15530441003
FARMACIA MORELLI SNC DELLA DRSSA ANGIOLETTA MORELLI & C,"Corso VITTORIO EMANUELE II, 118",00037,Segni,Roma (RM),Lazio,F/9878,16938061005
farmacia borghesi sas della dottssa giulia borghesi & co,"Largo preneste, 22",00176,Roma,Roma (RM),Lazio,F/9438,15027681004
FARMACIA CASARANO SRL,"Viale Isacco Newton, 92/B",00151,Roma,Roma (RM),Lazio,F/9643,15408651006
FARMACIA COLLI ANIENE SRL,"Viale P. Togliatti, 1545",00155,Roma,Roma (RM),Lazio,F/9394,06343271000
FARMACIA TRE MADONNE 2 SAS DELLA DOTTSSA MARIA BEATRICE LABATE,"Via GIOVANNI ANTONELLI, 30",00197,Roma,Roma (RM),Lazio,F/9208,14570831009
FARMACIA MUSOLINO S.A.S. DI MASSIMO PIZZI & C.,"Via C.T. Odescalchi, 5",00147,Roma,Roma (RM),Lazio,F/9464,14721761006
Farmacia Santa Rita da Cascia,"Viale Paolo Ferdinando Quaglia, 154",00133,Roma,Roma (RM),Lazio,F/20514,15002151007
Piazzale Ionio 46,"Piazzale Jonio, 46",00141,Roma,Roma (RM),Lazio,F/9119,16727611002
FARMACIE SANASI GIGLIOLI SNC,"Via walter tobagi, 62",00169,Roma,Roma (RM),Lazio,F/9286,11429981001
farmacia sanasi aurelia snc,"Via aurelia, 556a",00165,Roma,Roma (RM),Lazio,F/9672,14110901007
Farmacia Belvedere,"Via Tiberina, 65G",00065,Fiano romano,Roma (RM),Lazio,F/21011,15037201009
Farmacia Dott. Angelo Greco,"Via Casilina, KM16,900",00133,Roma,Roma (RM),Lazio,F/9292,13199121008
FARMACIA PINCHETTI SNC DEL DOTT MARCO PINCHETTI E FIGLIE,"Via dei Sabelli, 84",00185,Roma,Roma (RM),Lazio,F/9130,14648021005
FARMACIA IRPINA SRL,"Largo IRPINIA, 36/38",00177,Roma,Roma (RM),Lazio,F/9505,16497531000
Farmacia Togliatti S.n.c. Di Carminio Gambacorta E C.,"Viale Viale Palmiro Togliatti, 624",00172,Roma,Roma (RM),Lazio,F/19465,14107251002
Farmacia Tedone s.a.s.,"Largo Raffaele Pettazzoni, 24-26",00177,Roma,Roma (RM),Lazio,F/9471,15805961008
FARMACIA RALLO DI SANDRA E SILVIA SNC,"Via Flaminia Vecchia, 673",00191,Roma,Roma (RM),Lazio,F/9739,09936531004
Guidotti SNC,"Via R. Lanciani, 55",00162,Roma,Roma (RM),Lazio,F/9150,16847181001
Olimpia SNC di Rizzo Mariagiovanna e Parrella Catalano Maria Francesca,"Via del Pigneto, 162/c Ang. Via M.Sanudo",00176,Roma,Roma (RM),Lazio,F/9488,10456531002
SEVERI SILVESTRINI CORRADO,"Via Gargano, 50",00141,Roma,Roma (RM),Lazio,F/9091,13480501009
Farmacia Bastelica S.r.l.,"Via Sampiero di Bastelica, 22",00176,Roma,Roma (RM),Lazio,F/9555,14509621000
Farmacia Cerilli S.R.L.,"Largo Andrea Berardi, 1-2-3-4",00173,Roma,Roma (RM),Lazio,F/9275,07122031003
FARMACIA DEGLI ESTENSI S.R.L.,"Via della Consolata, 1",00164,Roma,Roma (RM),Lazio,F/9565,11491541006
Farmacia Valle Fiorita sas del dott. Giovanni Tipaldi & C.,"Via Via S. Biagio Platani, 272/A",00133,Roma,Roma (RM),Lazio,F/19634,13916801007
Farmacia Pavona SRL,"Via DEL MARE, 22",00041,Albano laziale,Roma (RM),Lazio,F/9973,16812871008
FARMACIA BALDUINA S.R.L.,"Via VIA ATTILIO FRIGGERI, 153",00136,Roma,Roma (RM),Lazio,F/9742,15959111004
"FARMACIA ""MAZZINI"" SOCIETA' IN NOME COLLETTIVO DEL DR. SERGIO SER RAINO E C.","Viale America, 147",00144,Roma,Roma (RM),Lazio,F/9428,05097731003
Mazzini Snc,"Via Vidaschi, 1-2",00152,Roma,Roma (RM),Lazio,F/9583,05097731003
Mazzini Snc Del Dott. Serraino Sergio,"Via Mazzini, 19 Ang. Via Brofferio, 53",00195,Roma,Roma (RM),Lazio,F/9759,05097731003
FARMACIA Mazzini snc,"Via Cola di Rienzo, 215",00192,Roma,Roma (RM),Lazio,F/9763,05097731003
