Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
PROSPER,"Via Brunelleschi, 2",20090,Trezzano sul naviglio,Milano (MI),Lombardia,F/3184,7252240960,"Via Brunelleschi, 2, 20090 Trezzano sul naviglio, Italia"
FARMACIA CASTOLDI SNC DI D'ATRI SILVERIO & C.,"Corso Italia, 39",20081,Abbiategrasso,Milano (MI),Lombardia,F/3203,11159970968,"Corso Italia, 39, 20081 Abbiategrasso, Italia"
Comunale N. 1,"Via Falcone, 13",20084,Lacchiarella,Milano (MI),Lombardia,F/18186,3478390960,"Via Falcone, 13, 20084 Lacchiarella, Italia"
FARMACIA LEGNANI SRL,"Via RASORI, 2",20145,Milano,Milano (MI),Lombardia,F/2993,11313560960,"Via RASORI, 2, 20145 Milano, Italia"
FARMACIA PENNAGLIA SAS DELLA DOTT.SSA ANNA MARIA PENNAGLIA,"Via Monte Palombino, 9",20138,Milano,Milano (MI),Lombardia,F/2632,10579760967,"Via Monte Palombino, 9, 20138 Milano, Italia"
Farmacia della Stazione Dott. Lorenzo Vitali s.r.l.,"Via Liberazione, 2",20025,Legnano,Milano (MI),Lombardia,F/3145,10128130969,"Via Liberazione, 2, 20025 Legnano, Italia"
CADORE,"Via Cadore, 29",20135,Milano,Milano (MI),Lombardia,F/2988,12349690151,"Via Cadore, 29, 20135 Milano, Italia"
FARMACIA CASCINA CROCE SNC,"Via Cascina Croce, 123",20010,Cornaredo,Milano (MI),Lombardia,F/20700,11339860964,"Via Cascina Croce, 123, 20010 Cornaredo, Italia"
MAC MAHON,"Via Principe Eugenio, 19",20155,Milano,Milano (MI),Lombardia,F/3018,11028410964,"Via Principe Eugenio, 19, 20155 Milano, Italia"
FARMACIA MONCUCCO S.N.C. DEI DOTTORI ROCCO FREZZA E MARIA FREZZA,"Via RIMINI, 29",20142,Milano,Milano (MI),Lombardia,F/3005,5653610963,"Via RIMINI, 29, 20142 Milano, Italia"
SEMPIONE DI GHEZA & C. SNC,"Corso Sempione, 5",20145,Milano,Milano (MI),Lombardia,F/2879,2879,"Corso Sempione, 5, 20145 Milano, Italia"
LAMBRATE S.R.L.,"Via Pacini, 70",20131,Milano,Milano (MI),Lombardia,F/2949,10991560961,"Via Pacini, 70, 20131 Milano, Italia"
S. MARTINO,"Viale Rimembranze M Lambrate, 18",20134,Milano,Milano (MI),Lombardia,F/2850,11141010964,"Viale Rimembranze M Lambrate, 18, 20134 Milano, Italia"
GLORIA SRL - FARMACIA FASOLIS,"Via Celentano, 1 - Ang. Via Padova, 194",20132,Milano,Milano (MI),Lombardia,F/2665,4582870962,"Via Celentano, 1 - Ang. Via Padova, 194, 20132 Milano, Italia"
GLORIA SRL - FARMACIA FOGLIA,"Via S. Calimero, 1-Ang. C.so P.ta Romana",20122,Milano,Milano (MI),Lombardia,F/2957,4582870962,"Via S. Calimero, 1-Ang. C.so P.ta Romana, 20122 Milano, Italia"
DEL GENTILINO SRL,"Via Lagrange, 2",20136,Milano,Milano (MI),Lombardia,F/2633,6819600963,"Via Lagrange, 2, 20136 Milano, Italia"
GLOBAL HEALTH DISTRIBUTION S.R.L.,"Viale Indipendenza, 14",20090,Trezzano sul naviglio,Milano (MI),Lombardia,F/3077,3348530985,"Viale Indipendenza, 14, 20090 Trezzano sul naviglio, Italia"
FARMACIA BINOTTI SNC di Binotti Cristiana,"Via Giardino, 1",20085,Locate di triulzi,Milano (MI),Lombardia,F/3280,10217020964,"Via Giardino, 1, 20085 Locate di triulzi, Italia"
FARMAKAL SNC DI TROCINO ANTONIO,"Via Verdi, 40",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/3248,8275950965,"Via Verdi, 40, 20063 Cernusco sul naviglio, Italia"
Farmacia Sant'Ambrogio,"Via vittorio veneto, 2",20060,Vignate,Milano (MI),Lombardia,F/3324,8275950965,"Via vittorio veneto, 2, 20060 Vignate, Italia"
Farmacia Baranzate SNC,"Via Milano, 242",20021,Baranzate,Milano (MI),Lombardia,F/20635,10937320967,"Via Milano, 242, 20021 Baranzate, Italia"
FARMACIA RAINERI SRL,"Via Villoresi, 2",20024,Garbagnate milanese,Milano (MI),Lombardia,F/3156,10445120966,"Via Villoresi, 2, 20024 Garbagnate milanese, Italia"
FARMACIA TRIVULZIO,"Via TRIVULZIO, 28",20147,Milano,Milano (MI),Lombardia,F/2900,10889380159,"Via TRIVULZIO, 28, 20147 Milano, Italia"
Farmacia Cerello snc,"Piazza San Vincenzo, sc",20011,Corbetta,Milano (MI),Lombardia,F/20590,10970860960,"Piazza San Vincenzo, sc, 20011 Corbetta, Italia"
FARMACIA DEL GIARDINO SRL,"Via Delle Betulle, 3",20090,Cesano boscone,Milano (MI),Lombardia,F/3153,4868730963,"Via Delle Betulle, 3, 20090 Cesano boscone, Italia"
FARMACIA ROMA S.R.L.,"Corso ROMA, 155",20093,Cologno monzese,Milano (MI),Lombardia,F/3472,10581840963,"Corso ROMA, 155, 20093 Cologno monzese, Italia"
DEL NAVIGLIO SRL,"Via CARLO TROYA, 11",20144,Milano,Milano (MI),Lombardia,F/2969,10878880961,"Via CARLO TROYA, 11, 20144 Milano, Italia"
ANTICA FARMACIA CENTRALE SRL,"Via Edmondo De Amicis, 33",20018,Sedriano,Milano (MI),Lombardia,F/3178,11703040151,"Via Edmondo De Amicis, 33, 20018 Sedriano, Italia"
farmacia futura di faiq al mimi,"Via pontida, 18",20081,Abbiategrasso,Milano (MI),Lombardia,F/19530,2813610181,"Via pontida, 18, 20081 Abbiategrasso, Italia"
Farmacia Dei Tre,"Via Strada Provinciale Saronnese, 20",20027,Rescaldina,Milano (MI),Lombardia,F/19629,9918380966,"Via Strada Provinciale Saronnese, 20, 20027 Rescaldina, Italia"
farmacia rubattino sas,"Via R.Pitteri, 93",20134,Milano,Milano (MI),Lombardia,F/2943,10343180963,"Via R.Pitteri, 93, 20134 Milano, Italia"
FARMACIA CENISIO srl,"Via S. Galdino, 11",20154,Milano,Milano (MI),Lombardia,F/2607,11469180969,"Via S. Galdino, 11, 20154 Milano, Italia"
FARMACIA MELOZZO DA FORLI' DEI DOTTORI LEARCO E MARCELLO SANDI & C.,"Via NOVARA, 3",20147,Milano,Milano (MI),Lombardia,F/2648,11060720965,"Via NOVARA, 3, 20147 Milano, Italia"
Farmacia dell'Abbazia,"Via Via Dante, 2",20081,Morimondo,Milano (MI),Lombardia,F/17569,9879150960,"Via Via Dante, 2, 20081 Morimondo, Italia"
Farmacia Viscontea Di Rebuzzini Dr.ssa Raffaella E Salzano Dr. Alberto S.n.c,Piazza Roma. 6,20088,Gudo visconti,Milano (MI),Lombardia,F/19603,9879150960,"Piazza Roma. 6, 20088 Gudo visconti, Italia"
FARMACIA CERNUSCO 8 s.r.l.,"Via VERDI, 83",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/20468,10855770961,"Via VERDI, 83, 20063 Cernusco sul naviglio, Italia"
FARMACIA DEI SALICI DI BENELLI DR.SSA LAURA E AGAZZI DR. ENRICO RODOLFO SNC,"Via DEI SALICI, 22",20025,Legnano,Milano (MI),Lombardia,F/20667,11174880960,"Via DEI SALICI, 22, 20025 Legnano, Italia"
CA' GRANDA,"Via M. De Angelis, 15",20162,Milano,Milano (MI),Lombardia,F/3009,11485280967,"Via M. De Angelis, 15, 20162 Milano, Italia"
Farmacie Comunali Garbagnate Srl,"Viale Rimembranze, 16",20024,Garbagnate milanese,Milano (MI),Lombardia,F/3087,10179110969,"Viale Rimembranze, 16, 20024 Garbagnate milanese, Italia"
Farmacia Comunale 2,"Via Milano, 144",20024,Garbagnate milanese,Milano (MI),Lombardia,F/3106,10179110969,"Via Milano, 144, 20024 Garbagnate milanese, Italia"
Farmacie Comunali Garbagnate Srl,"Viale Primo Maggio, 6/e",20024,Garbagnate milanese,Milano (MI),Lombardia,F/3164,10179110969,"Viale Primo Maggio, 6/e, 20024 Garbagnate milanese, Italia"
FARMACIA COMUNALE N.1,"Piazza Tevere, 16",20097,San donato milanese,Milano (MI),Lombardia,F/2678,11305000157,"Piazza Tevere, 16, 20097 San donato milanese, Italia"
FARMACIA COMUNALE N.3,"Via Triulziana, 14",20097,San donato milanese,Milano (MI),Lombardia,F/2801,11305000157,"Via Triulziana, 14, 20097 San donato milanese, Italia"
FARMACIA COMUNALE N.4,"Via Europa, 7",20097,San donato milanese,Milano (MI),Lombardia,F/2833,11305000157,"Via Europa, 7, 20097 San donato milanese, Italia"
FARMACIA COMUNALE N.2,"Via Gramsci, 14",20097,San donato milanese,Milano (MI),Lombardia,F/3246,11305000157,"Via Gramsci, 14, 20097 San donato milanese, Italia"
farmacia IRIS dei dottori DEL BO EDMONDO OSCAR e MARENGHI NADIA MARIA,"Piazza DELLA REPUBBLICA, 5",20086,Motta visconti,Milano (MI),Lombardia,F/20498,10803130961,"Piazza DELLA REPUBBLICA, 5, 20086 Motta visconti, Italia"
FARMACIA SAN GUIDO - DR.SSA SILVANA TOSCHI,"Viale ESPINASSE CARLO, 172",20156,Milano,Milano (MI),Lombardia,F/2972,13056950150,"Viale ESPINASSE CARLO, 172, 20156 Milano, Italia"
NATALE SAS DEL DR. NATALE FRANCESCO MARIA & C.,"Via Terenghi, 23",20092,Cinisello balsamo,Milano (MI),Lombardia,F/3562,8014310968,"Via Terenghi, 23, 20092 Cinisello balsamo, Italia"
FARMACIA IAMPIETRO,"Via ANNA FRANK, 9/11",20121,Bollate,Milano (MI),Lombardia,F/20616,11048010968,"Via ANNA FRANK, 9/11, 20121 Bollate, Italia"
BIAZZI sas,"Via Giambellino, 131/5",20147,Milano,Milano (MI),Lombardia,F/2842,11442380967,"Via Giambellino, 131/5, 20147 Milano, Italia"
FARMACIA SAN PIETRO E PAOLO,"Viale RESEGONE, 47",20020,Arese,Milano (MI),Lombardia,F/20521,6381550018,"Viale RESEGONE, 47, 20020 Arese, Italia"
AMBRECK S.R.L.,"Via Stradivari, 1",20131,Milano,Milano (MI),Lombardia,F/2625,10957030967,"Via Stradivari, 1, 20131 Milano, Italia"
FARMACIA ANGOLO DELLA SALUTE S.R.L.,"Via PAOLO SARPI, 53",20154,Milano,Milano (MI),Lombardia,F/2935,6312070961,"Via PAOLO SARPI, 53, 20154 Milano, Italia"
FARMACIA VALTELLINA,"Via BETTOLA, 1",20092,Cinisello balsamo,Milano (MI),Lombardia,F/20444,10684810962,"Via BETTOLA, 1, 20092 Cinisello balsamo, Italia"
FARMACIA LESSONA DR. COSCO ANTONIO,"Via Via GAZZOLETTI, 3",20157,Milano,Milano (MI),Lombardia,F/3006,3318210964,"Via Via GAZZOLETTI, 3, 20157 Milano, Italia"
Farmacia Alboreto Snc Del Dott. Alberto Tadini E C.,"Piazza Alboreto, 64",20089,Rozzano,Milano (MI),Lombardia,F/20084,10390430964,"Piazza Alboreto, 64, 20089 Rozzano, Italia"
Farmacia Aurora,"Via Aurora, 29",20037,Paderno dugnano,Milano (MI),Lombardia,F/20093,10357860963,"Via Aurora, 29, 20037 Paderno dugnano, Italia"
Farmacia DuEllE snc delle dott.sse Luisa Polito e Loredana Raimondo,"Via Isonzo, 27",20090,Cesano boscone,Milano (MI),Lombardia,F/20406,10566490966,"Via Isonzo, 27, 20090 Cesano boscone, Italia"
Firenze S.R.L.,"Via Ruggero di Lauria, 22",20149,Milano,Milano (MI),Lombardia,F/2640,10560170960,"Via Ruggero di Lauria, 22, 20149 Milano, Italia"
Farmacia Croceverde Srl,"Via Per Cesate, 64",20024,Garbagnate milanese,Milano (MI),Lombardia,F/20094,10276540969,"Via Per Cesate, 64, 20024 Garbagnate milanese, Italia"
Farmacia Nuova Rozzano,"Via Xxv Aprile, 37",20089,Rozzano,Milano (MI),Lombardia,F/20095,10349400969,"Via Xxv Aprile, 37, 20089 Rozzano, Italia"
Farmacia Varese,"Via Varese, 156",20024,Garbagnate milanese,Milano (MI),Lombardia,F/20105,10346070963,"Via Varese, 156, 20024 Garbagnate milanese, Italia"
Farmacia dei Giovi srl,"Via Cantinotti, 51",20032,Cormano,Milano (MI),Lombardia,F/20367,10563000966,"Via Cantinotti, 51, 20032 Cormano, Italia"
Paola Rabolli,"Via C.Battisti, 47",20015,Parabiago,Milano (MI),Lombardia,F/3196,3580270126,"Via C.Battisti, 47, 20015 Parabiago, Italia"
LOMBARDIA,"Viale Lombardia, 74",20093,Cologno monzese,Milano (MI),Lombardia,F/3498,10438510967,"Viale Lombardia, 74, 20093 Cologno monzese, Italia"
Farmacia Maggioni,"Via Togliatti, 8",20077,Melegnano,Milano (MI),Lombardia,F/20120,10413170969,"Via Togliatti, 8, 20077 Melegnano, Italia"
DESENZANI COLOGNO SAS,"Via Roma, 13",20093,Cologno monzese,Milano (MI),Lombardia,F/3557,7856700963,"Via Roma, 13, 20093 Cologno monzese, Italia"
FARMACIA IMPERIA SNC DI MANELLI ALESSANDRA,"Via La Spezia, 20",20142,Milano,Milano (MI),Lombardia,F/2979,8271020961,"Via La Spezia, 20, 20142 Milano, Italia"
FARMACIA BACH S.R.L.,"Piazza BACH, 17",20064,Gorgonzola,Milano (MI),Lombardia,F/20451,10858970964,"Piazza BACH, 17, 20064 Gorgonzola, Italia"
Sigra S.r.l.,"Via Vitruvio, 11",20124,Milano,Milano (MI),Lombardia,F/2924,10132730960,"Via Vitruvio, 11, 20124 Milano, Italia"
S. Gottardo,"Via Pavia, 1",20136,Milano,Milano (MI),Lombardia,F/2843,9006400155,"Via Pavia, 1, 20136 Milano, Italia"
Farmacia Fulghieri Sas Del Dr. Fulghieri Luca E C.,"Via Europa, 8",20010,Casorezzo,Milano (MI),Lombardia,F/3091,7830210964,"Via Europa, 8, 20010 Casorezzo, Italia"
Farmacia Manca S.n.c. Del Dr. Marco Manca & C.,"Via Giacinto Serrati, 12",20138,Milano,Milano (MI),Lombardia,F/2991,13266660151,"Via Giacinto Serrati, 12, 20138 Milano, Italia"
Farmacia Padova Di Talpini Dr. Fabio,"Via Atene, 2",20132,Milano,Milano (MI),Lombardia,F/2968,12662920151,"Via Atene, 2, 20132 Milano, Italia"
FARMACIA DE POLI SAS-DR.SSA MARIACHIARA DE POLI & C.,"Viale Lombardia, 65",20131,Milano,Milano (MI),Lombardia,F/2955,10320280968,"Viale Lombardia, 65, 20131 Milano, Italia"
Farmacia Quinto Stampi,"Viale Isonzo, 24",20089,Rozzano,Milano (MI),Lombardia,F/20417,10768580960,"Viale Isonzo, 24, 20089 Rozzano, Italia"
FARMACIA COLONNE DI SAN LORENZO MILANO DELLA DR.SSA STRAZIOTA CATERINA & C. SNC,"Corso Di Porta Ticinese, 24",20123,Milano,Milano (MI),Lombardia,F/2983,10823840961,"Corso Di Porta Ticinese, 24, 20123 Milano, Italia"
Farmacia Civesio,": Via Della Liberazione, 44",20098,San giuliano milanese,Milano (MI),Lombardia,F/20139,10407700961,": Via Della Liberazione, 44, 20098 San giuliano milanese, Italia"
Farmacia Centrale s.n.c. di Bosia Ernesta e Panciroli Andrea Luigi,"Via G. Monti, 31",20078,San colombano al lambro,Milano (MI),Lombardia,F/2457,11136340152,"Via G. Monti, 31, 20078 San colombano al lambro, Italia"
Farmacia San Pedrino,"Via San Pedrino, 7",20067,Paullo,Milano (MI),Lombardia,F/20199,10364550961,"Via San Pedrino, 7, 20067 Paullo, Italia"
Farmacia Santa Croce,"Via Nino Bixio, 7",20010,Vittuone,Milano (MI),Lombardia,F/20218,10410240963,"Via Nino Bixio, 7, 20010 Vittuone, Italia"
BRACCIO SRL,"Galleria Felice Casati, 32",20124,Milano,Milano (MI),Lombardia,F/2911,11015890152,"Galleria Felice Casati, 32, 20124 Milano, Italia"
Farmacia Mezzacappa Snc,"Via Alberto Da Giussano, 2",20027,Rescaldina,Milano (MI),Lombardia,F/19896,9988130960,"Via Alberto Da Giussano, 2, 20027 Rescaldina, Italia"
Farmacia Vittoria S.r.l.,"Via C. Pisacane, 2",20016,Pero,Milano (MI),Lombardia,F/20258,10440200961,"Via C. Pisacane, 2, 20016 Pero, Italia"
FARMACIA NIGUARDA S.R.L.,"Via Monterotondo, 1",20162,Milano,Milano (MI),Lombardia,F/2761,5381520963,"Via Monterotondo, 1, 20162 Milano, Italia"
FONTANA SAS,"Piazza Garibaldi, 4",20064,Gorgonzola,Milano (MI),Lombardia,F/3326,5932620965,"Piazza Garibaldi, 4, 20064 Gorgonzola, Italia"
MODERNA DI GIOVANNI FILOMENI SNC,"Corso XXVI Aprile, 105",20010,Arluno,Milano (MI),Lombardia,F/3125,10527390966,"Corso XXVI Aprile, 105, 20010 Arluno, Italia"
FARMACIA MODIANO CLARA S.A.S. DEL DR. PAGLIANO MAURIZIO MARIA & C.,"Piazza STUPARICH, 4",20148,Milano,Milano (MI),Lombardia,F/2897,10543370968,"Piazza STUPARICH, 4, 20148 Milano, Italia"
FARMACIA CARAMELLI S.A.S. DEL DR. LUPICA LUIGI,"Piazza CAPRARA, 7",20062,Cassano d'adda,Milano (MI),Lombardia,F/3284,10544400962,"Piazza CAPRARA, 7, 20062 Cassano d'adda, Italia"
FARMACIA DI BARNI MARZIO,"Via Via FRATELLI LUMIERE, 2",20127,Milano,Milano (MI),Lombardia,F/2725,5322260968,"Via Via FRATELLI LUMIERE, 2, 20127 Milano, Italia"
FARMACIA VOLPE SNC DI VOLPE ALESSANDRA E TIZIANA,"Via Cassanese, 170",20090,Segrate,Milano (MI),Lombardia,F/3229,10450060966,"Via Cassanese, 170, 20090 Segrate, Italia"
Farmacinque S.n.c. Di Senni Raffaella E Curione Anna,"Via Alcide De Gasperi, 44",20010,Bareggio,Milano (MI),Lombardia,F/19933,10071790967,"Via Alcide De Gasperi, 44, 20010 Bareggio, Italia"
Farmacia Sant'Anna,Via Carro Maggiore Snc,20060,Mediglia,Milano (MI),Lombardia,F/19935,10255290966,"Via Carro Maggiore Snc, 20060 Mediglia, Italia"
Azienda Farmaceutica Municipalizzata,"Largo Volontari Di Sangue, 2 Cp99",20020,Busto garolfo,Milano (MI),Lombardia,F/3059,10971410153,"Largo Volontari Di Sangue, 2 Cp99, 20020 Busto garolfo, Italia"
Farmacia Borsa S.a.s. Della Dr.ssa Silvia Borsa,"Via De Amicis, 3",20066,Melzo,Milano (MI),Lombardia,F/3285,7790910967,"Via De Amicis, 3, 20066 Melzo, Italia"
Farmacia Bovisasca S.r.l.,"Via Bovisasca, 173",20157,Milano,Milano (MI),Lombardia,F/2834,10123240961,"Via Bovisasca, 173, 20157 Milano, Italia"
Farmacia Fiduciaria Milano 1907 S.r.l.,"Piazza Caiazzo, 2",20124,Milano,Milano (MI),Lombardia,F/2895,10142390961,"Piazza Caiazzo, 2, 20124 Milano, Italia"
HIPPO 4 FARMA SRL,"Via Matteotti, 26",20010,Vittuone,Milano (MI),Lombardia,F/3057,10472970960,"Via Matteotti, 26, 20010 Vittuone, Italia"
Farmacia Centrale S.n.c. Della Dott.ssa Maria Cristina Lugli,"Via Spadari, 13",20123,Milano,Milano (MI),Lombardia,F/2992,13261480159,"Via Spadari, 13, 20123 Milano, Italia"
Farmacia Quarenghi S.a.s. Di Susanna Quarenghi & C.,"Via Della Liberazione, 68",20067,Tribiano,Milano (MI),Lombardia,F/3273,10397350967,"Via Della Liberazione, 68, 20067 Tribiano, Italia"
Farmacia Villani Di Del Pio Emilio E C. S.a.s.,"Via Matteotti, 9",20023,Cerro maggiore,Milano (MI),Lombardia,F/3128,10434450960,"Via Matteotti, 9, 20023 Cerro maggiore, Italia"
BERETTA,"Via del Santuario, 28",20096,Pioltello,Milano (MI),Lombardia,F/3240,9718530968,"Via del Santuario, 28, 20096 Pioltello, Italia"
FARMACIA DELLE GROANE SRL,"Via Roma, 211",20020,Solaro,Milano (MI),Lombardia,F/20432,10745920966,"Via Roma, 211, 20020 Solaro, Italia"
Farmacia Sforza S.n.c. Di Gatti Paolo E Baratti Alberto,"Viale G. Sforza, 112",20081,Abbiategrasso,Milano (MI),Lombardia,F/18441,10324020964,"Viale G. Sforza, 112, 20081 Abbiategrasso, Italia"
ANTICA FARMACIA DI CASSANO D'ADDA S.A.S. DEL DR. ANDREA CORTIANA & C.,"Piazza Garibaldi, 5",20062,Cassano d'adda,Milano (MI),Lombardia,F/3298,8902900961,"Piazza Garibaldi, 5, 20062 Cassano d'adda, Italia"
Farmacia Beato Angelico - S.r.l.,"Piazza Guardi, 15",20133,Milano,Milano (MI),Lombardia,F/2862,10146710966,"Piazza Guardi, 15, 20133 Milano, Italia"
Farmacia San Francesco S.n.c. Dei Dottori Alessandro Dentali E Davide Luzzani,"Piazza S. Francesco, 13",20021,Bollate,Milano (MI),Lombardia,F/3187,3977350960,"Piazza S. Francesco, 13, 20021 Bollate, Italia"
FARMACIA VAL DI SOLE DELLA DOTT.SSA TOSELLI ELENA,"Via Val di Sole, 22",20141,Milano,Milano (MI),Lombardia,F/3002,1663790184,"Via Val di Sole, 22, 20141 Milano, Italia"
SAN BABILA FARMA S.R.L.,"Via della Spiga, 2",20121,Milano,Milano (MI),Lombardia,F/2883,10393660963,"Via della Spiga, 2, 20121 Milano, Italia"
S.Paolo sas,"Via Novara, 63a",20025,Legnano,Milano (MI),Lombardia,F/3117,10485620966,"Via Novara, 63a, 20025 Legnano, Italia"
Farmacia Dott. Lunghi di Elena Gazzaniga,"Via Cadorna, 5/7",20090,Opera,Milano (MI),Lombardia,F/20345,2734700186,"Via Cadorna, 5/7, 20090 Opera, Italia"
Farmacia Girasoli snc,"Via Prima Strada, 19/d",20020,Lainate,Milano (MI),Lombardia,F/20441,10698470969,"Via Prima Strada, 19/d, 20020 Lainate, Italia"
COMUNALE 3,"Via Liberazione, 8- Centro Com.le Galleria Borrome",20068,Peschiera borromeo,Milano (MI),Lombardia,F/18649,11674080152,"Via Liberazione, 8- Centro Com.le Galleria Borrome, 20068 Peschiera borromeo, Italia"
AZIENDA SPECIALE FARMACIE COMUNALI - DISPENSARIO FRAZIONE LINATE,"Via Archimede, 21",20068,Peschiera borromeo,Milano (MI),Lombardia,F/20442,11674080152,"Via Archimede, 21, 20068 Peschiera borromeo, Italia"
MUNICIPALIZZATA N.1,"Via Liberazione, 25",20068,Peschiera borromeo,Milano (MI),Lombardia,F/3239,11674080152,"Via Liberazione, 25, 20068 Peschiera borromeo, Italia"
COMUNALE N. 2,"Via 2 Giugno, 22",20068,Peschiera borromeo,Milano (MI),Lombardia,F/3294,11674080152,"Via 2 Giugno, 22, 20068 Peschiera borromeo, Italia"
FARMACIA S. GIOVANNI SNC DELLA DR.SSA CANETTI CESARINA E C.,"Via Pola, 13",20124,Milano,Milano (MI),Lombardia,F/2670,5273210962,"Via Pola, 13, 20124 Milano, Italia"
Farmacia San Giorgio S.r.l.,Piazza Mazzini 23,20010,San giorgio su legnano,Milano (MI),Lombardia,F/20031,10335180963,"Piazza Mazzini 23, 20010 San giorgio su legnano, Italia"
Farmacia Sanitas S.n.c. Della Dr.ssa Galbiati Debora Giuditta Luigia & C.,Via Marelli Ang. Via Gorizia 15,20099,Sesto san giovanni,Milano (MI),Lombardia,F/3475,9915750963,"Via Marelli Ang. Via Gorizia 15, 20099 Sesto san giovanni, Italia"
GORNI VITALI,"Via Lincoln, 63",20092,Cinisello balsamo,Milano (MI),Lombardia,F/3493,10559070965,"Via Lincoln, 63, 20092 Cinisello balsamo, Italia"
FARMACIA DELLE REGIONI,"Via Basilicata, 2",20025,Legnano,Milano (MI),Lombardia,F/20305,8017330013,"Via Basilicata, 2, 20025 Legnano, Italia"
FARMACIA I TIGLI SNC DELLE DOTTORESSE TOTARO LOREDANA E CUSATI MARIASERENA,"Via Via Per Canegrate, 1",20025,Legnano,Milano (MI),Lombardia,F/20307,10510240962,"Via Via Per Canegrate, 1, 20025 Legnano, Italia"
Farmacia Rossini Snc,"Via Rossini, 12",20013,Magenta,Milano (MI),Lombardia,F/20080,10260080964,"Via Rossini, 12, 20013 Magenta, Italia"
FARMACIA SAN MARTINO SAS DELLA DR.SSA GIULIANA MAGISTRALI & C.,"Via F.lli Cervi, 1",20008,Bareggio,Milano (MI),Lombardia,F/3060,12676830966,"Via F.lli Cervi, 1, 20008 Bareggio, Italia"
Dinamica sas,"Via L. il Moro, 3",20143,Milano,Milano (MI),Lombardia,F/2937,11209770962,"Via L. il Moro, 3, 20143 Milano, Italia"
FARMACIA BERTOLINI SAS DELLA DOTT.SSA BERTOLINI ISABELLA,"Via Saponaro, 34",20142,Milano,Milano (MI),Lombardia,F/2679,12238550961,"Via Saponaro, 34, 20142 Milano, Italia"
S.Antonio snc,"Via Pellegrino Rossi, 44",20161,Milano,Milano (MI),Lombardia,F/3014,3626410967,"Via Pellegrino Rossi, 44, 20161 Milano, Italia"
GIANESE SRL,"Via Bernocchi, 3",20023,Cerro maggiore,Milano (MI),Lombardia,F/3062,11554940962,"Via Bernocchi, 3, 20023 Cerro maggiore, Italia"
FARMACIA AMBROSIANA S.N.C. DEL DR. SLAVIERO GIOVANNI & C.,"Viale Regina Giovanna, 42",20129,Milano,Milano (MI),Lombardia,F/2817,12673910969,"Viale Regina Giovanna, 42, 20129 Milano, Italia"
FARMACIA MONTE SANTO S.R.L.,"Piazzale Principessa Clotilde, 8",20124,Milano,Milano (MI),Lombardia,F/2933,10561900969,"Piazzale Principessa Clotilde, 8, 20124 Milano, Italia"
Farmacia Viale Romagna srl,"Viale Romagna, 25",20133,Milano,Milano (MI),Lombardia,F/2662,7207710968,"Viale Romagna, 25, 20133 Milano, Italia"
DELLA TORRETTA SAS DI MONICA ROCCHI E C.,"Largo Promessi Sposi, 4",20142,Milano,Milano (MI),Lombardia,F/2956,11510970962,"Largo Promessi Sposi, 4, 20142 Milano, Italia"
Farmacia dei Popoli di M. Moffa e P. Nigro Snc,"Viale San Francesco, 16",20096,Pioltello,Milano (MI),Lombardia,F/19655,9914240966,"Viale San Francesco, 16, 20096 Pioltello, Italia"
PISANI 26 SAS DEL DR. POLVER ANGELO,"Via Vittor Pisani, 26",20124,Milano,Milano (MI),Lombardia,F/2641,12659860964,"Via Vittor Pisani, 26, 20124 Milano, Italia"
San Riccardo di Dott. Pizzi Emanuele Aurelio E C. SAS,"Via Abruzzi, 1",20068,Peschiera borromeo,Milano (MI),Lombardia,F/17995,12652950960,"Via Abruzzi, 1, 20068 Peschiera borromeo, Italia"
FARMCIA COMUNALE DI CORBETTA N 1,"Via Villoresi, 45",20011,Corbetta,Milano (MI),Lombardia,F/18629,9293220969,"Via Villoresi, 45, 20011 Corbetta, Italia"
Farmacia Comunale di Corbetta n.2,"Via della libertà, 6",20011,Corbetta,Milano (MI),Lombardia,F/20465,9293220969,"Via della libertà, 6, 20011 Corbetta, Italia"
BANDI,"Via Rovereto, 14 Ang. Viale Monza",20127,Milano,Milano (MI),Lombardia,F/2907,12444410968,"Via Rovereto, 14 Ang. Viale Monza, 20127 Milano, Italia"
FARMACIA CHIESA ROSSA SAS DI NORBERTO LUMINI & C,"Via Medeghino, 27",20141,Milano,Milano (MI),Lombardia,F/2920,11077810965,"Via Medeghino, 27, 20141 Milano, Italia"
FARMACIA CASSIODORO SRL,"Viale Cassiodoro, 12",20100,Milano,Milano (MI),Lombardia,F/2855,2330410982,"Viale Cassiodoro, 12, 20100 Milano, Italia"
farmacia del corso srl unipersonale,"Corso Genova, 23",20123,Milano,Milano (MI),Lombardia,F/2975,10945450962,"Corso Genova, 23, 20123 Milano, Italia"
CORNELIANI SRL,"Via VITTORIO EMANUELE, 22",20094,Corsico,Milano (MI),Lombardia,F/3118,12493220961,"Via VITTORIO EMANUELE, 22, 20094 Corsico, Italia"
Farmacia Fornase' di Tivolesi Raffaele e C. snc,"Piazza Bernini, 1/A",20032,Cormano,Milano (MI),Lombardia,F/18026,11290220968,"Piazza Bernini, 1/A, 20032 Cormano, Italia"
