Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA
MUNICIPALE N.50,"Via Ampere, 87",20131,Milano,Milano (MI),Lombardia,F/2769,13195220150
MUNICIPALE N.56,"Via S.Paolino, 18",20142,Milano,Milano (MI),Lombardia,F/2770,13195220150
LloydsFarmacia Milano n.52,"Piazza Velasquez, 7",20148,Milano,Milano (MI),Lombardia,F/2774,13195220150
MUNICIPALE N.55,"Via Imbonati, 61",20159,Milano,Milano (MI),Lombardia,F/2775,13195220150
MUNICIPALE N.69,Piazza Monte Titano,20134,Milano,Milano (MI),Lombardia,F/2790,13195220150
COMUNALE 73,"Via Inganni, 40",20147,Milano,Milano (MI),Lombardia,F/2796,13195220150
MUNICIPALE N.75,"Via Giorgio Washington, 74",20146,Milano,Milano (MI),Lombardia,F/2799,13195220150
MUNICIPALE N.76,"Via Dei Guarneri, 24",20141,Milano,Milano (MI),Lombardia,F/2800,13195220150
MUNICIPALE N.77,"Via Porpora, 169",20131,Milano,Milano (MI),Lombardia,F/2803,13195220150
FARMACIA DELLA CANONICA DOTT.SSA SILVANA TIZZONI e DOTT.SSA LAURA CANTONI SRL,"Via Vittorio Emanuele II, 3",20010,Bernate ticino,Milano (MI),Lombardia,F/3168,11732630964
FARMACIA V ALPINI SAS DI PERRECA DR.SSA PATRIZIA,"Largo QUINTO ALPINI, 1",20145,Milano,Milano (MI),Lombardia,F/2685,12246290964
PESENTI SRL,"Via Ignazio Ciaia, 3/a - 3/b",20158,Milano,Milano (MI),Lombardia,F/2977,13066510150
FARMACIA NOVARA SRL,"Via NOVARA, 90",20153,Milano,Milano (MI),Lombardia,F/2638,08267990961
Farmacia Novara Srl,"Via Archimede, 20",20129,Milano,Milano (MI),Lombardia,F/2812,08267990961
Farmacia Serena di SERENIFARMA SRL A SOCIO UNICO,"Via I Maggio, 9",20060,Mediglia,Milano (MI),Lombardia,F/3310,11063100967
S. ANNA SAS DR.SSA BRAVI CRISTINA,"Via Paravia, 73",20148,Milano,Milano (MI),Lombardia,F/2687,12150970965
FARMACIA PIRAZZINI S.R.L.,"Via FERRAZZI, 2",20035,Villa cortese,Milano (MI),Lombardia,F/3025,12325490964
CENTRALE FERRERO,"Via Buozzi, 3/B",20037,Paderno dugnano,Milano (MI),Lombardia,F/3036,12087480963
FARMACIA GASTALDI DI DR. PIETRO BENZI & C. S.N.C.,"Via Cesare Faccioli, 2",20152,Milano,Milano (MI),Lombardia,F/2788,09162190962
Farmacia Caserta dr.ssa Tiziana sas,"Viale Piemonte, 5",20093,Cologno monzese,Milano (MI),Lombardia,F/3474,07538990966
COMUNALE N.5 CENTRALE,"Viale Casiraghi, 53",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3330,02547190963
COMUNALE N.2 ISOLA DEL BOSCO,"Via T. Savi, 40",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3368,02547190963
COMUNALE N.8 DELLA PELUCCA,"Via Pelucca, 1",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3381,02547190963
COMUNALE N.1 TRE STRADE,"Viale Rimembranze, 132",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3382,02547190963
COMUNALE N.4 PARPAGLIONA,"Via A. Grandi, 134",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3384,02547190963
BRUSUGLIO S.R.L.,"Via Vittorio Veneto, 27",20032,Cormano,Milano (MI),Lombardia,F/3480,12350920968
INTERNAZIONALE CORSICO SRL,"Via MILANO, 17",20094,Corsico,Milano (MI),Lombardia,F/3159,07953250151
COMUNALE N.10 MARX,"Via Carlo Marx, 495",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3391,02547190963
COMUNALE N.6 DELLE CORTI,"Via P. Ravasi, 40",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3397,02547190963
COMUNALE N.3 DELLA TORRETTA,"Via S. Denis, 85",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3402,02547190963
COMUNALE N.7 MARELLI,"Viale Marelli, 79",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3409,02547190963
COMUNALE N.9 DEL RESTELLONE,"Viale Gramsci, 545",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3425,02547190963
FARMACIA EMILIA SRL,"Via EMILIA, 45",20093,Cologno monzese,Milano (MI),Lombardia,F/3448,10515370962
FARMACIA CASIRAGHI SRL,"Via CASIRAGHI, 173",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3443,10517420963
FARMACIA BELTRADE S.R.L.,"Piazza Santa Maria Beltrade, 1",20123,Milano,Milano (MI),Lombardia,F/2861,10564470960
FARMACIA BELTRADE S.R.L.,"Via Nazario Sauro, 27",20096,Pioltello,Milano (MI),Lombardia,F/3304,10564470960
FARMACIA MONTI SRL,"Via Luigi Varanini, 19",20127,Milano,Milano (MI),Lombardia,F/2868,12062180968
FARMACIA CAMPIONI S.R.L.,"Viale S. Gimignano, 30",20146,Milano,Milano (MI),Lombardia,F/2683,12086340960
FARMACIA ZANOTTA SAS DI ANTONELLA ZANOTTA E C.,"Via Pulci, 19",20126,Milano,Milano (MI),Lombardia,F/2680,12308750962
Dispensario (F.cia Comunale 1 Magenta),"Via Bottego, 3",20013,Magenta,Milano (MI),Lombardia,F/17656,00000017656
"FARMACIA SANT'AGATA S.NC. - DR.SSE SCULLI MARIA G., ROMEO IVANAF. E COLAMASSARO ANGELA M. & C.","Via Cerca, 1",20049,Settala,Milano (MI),Lombardia,F/20815,11771010961
FARMACIA DELL'OLMINA DI A. LEARDI E C. S.A.S.,"Via Cesare Correnti, 84",20025,Legnano,Milano (MI),Lombardia,F/3083,09936640961
FARMACIA SANTA RITA SRL,"Piazzale Gabriele Rosa, 11",20139,Milano,Milano (MI),Lombardia,F/2934,12091650965
FARMACIA DEI CINQUE MULINI SOCIETA' A RESPONSABILITA' LIMITATA,"Via Strada Statale Del Sempione 262, 262",20028,San vittore olona,Milano (MI),Lombardia,F/19660,09970490968
FARMACIA SAN GIOVANNI SRL,"Via Corridoni, 165 A",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3500,12102540965
FARMACIA BALSAMO S.R.L.,"Piazza Italia, 1",20092,Cinisello balsamo,Milano (MI),Lombardia,F/3344,11412530963
FARMACIA COLLI SRL,"Via Matteotti, 21",20068,Peschiera borromeo,Milano (MI),Lombardia,F/3226,07764650961
Società di Nome Collettivo,"Via Montebello, 9",20020,Busto garolfo,Milano (MI),Lombardia,F/20845,11732840969
FARMACIA SANTA TERESA S.R.L.,"Corso Magenta, 96",20123,Milano,Milano (MI),Lombardia,F/2661,11050820965
FARMACIA DEL DUOMO S.R.L.,"Via Larga, 6",20122,Milano,Milano (MI),Lombardia,F/2626,08052330969
FARMACIA LANZANI S.R.L.,"Via LESSONA, 2",20157,Milano,Milano (MI),Lombardia,F/2758,05270390965
FARMACIA LAMIRANDA S.R.L.,"Via Petrarca, 111",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3536,10526300966
Farmacia Gran Paradiso,"Via Valera, 25",20044,Arese,Milano (MI),Lombardia,F/20269,12449700967
Farmacia Nizza di Club Salute Srl,"Via G. Murat, 85",20159,Milano,Milano (MI),Lombardia,F/2706,06414420965
VIANI SRL,"Via Gramsci, 168",20037,Paderno dugnano,Milano (MI),Lombardia,F/3201,12426650961
FARMACIA NAVIGLIO,"Via VITTORIO VENETO, 1",20094,Corsico,Milano (MI),Lombardia,F/3176,08460740965
I MAGGIO SNC DI PERRE ROSARIO & C.,"Piazza I Maggio, 6",20011,Corbetta,Milano (MI),Lombardia,F/3213,08460740965
Farmacia Maselli S.a.s. Dr.ssa Tinaburri Loriana,"Via Cavour, 38/40",20056,Grezzago,Milano (MI),Lombardia,F/17581,11669040963
FARMACIA BARIANA S.R.L.,"Via MONTENERO, 137",20024,Garbagnate milanese,Milano (MI),Lombardia,F/3148,11616450968
FARMACIA MUZIO S.R.L.,"Via S. Ambrogio, 2",20015,Parabiago,Milano (MI),Lombardia,F/3154,10730010153
Nostra Signora di Montallegro SRL,"Via Bari, 11/A",20143,Milano,Milano (MI),Lombardia,F/18606,12454910964
FARMACIA NOBILE S.A.S. - DR. FRANCESCO NOBILE & C.,"Via Adamello, 1",20061,Carugate,Milano (MI),Lombardia,F/18472,11071300963
PHARMA 4 S.R.L.,"Via Cesare Battisti, 2",20021,Bollate,Milano (MI),Lombardia,F/3132,08507310962
LAFARMACIA.MADONNINA,"Via UGO BETTI, 42/b",20151,Milano,Milano (MI),Lombardia,F/2903,03207930961
FARMACIA PROCACCINI S.R.L.,"Via Lomazzo, 44-Ang. Via Procaccini 28",20154,Milano,Milano (MI),Lombardia,F/3004,03207930961
FARMACIA RUBISSE S.R.L.,"Via Trieste, 43",20098,San giuliano milanese,Milano (MI),Lombardia,F/3262,07900320966
Farmacia Comunale 1,"Piazza Salvo D' Acquisto, 14",20044,Arese,Milano (MI),Lombardia,F/17089,03572360968
"FARMACIA COMUNALE ""IL CENTRO""","Via Luraghi, 11",20020,Arese,Milano (MI),Lombardia,F/19408,03572360968
FARMACIA CITTA' STUDI S.R.L.,"Largo Murani, 2",20133,Milano,Milano (MI),Lombardia,F/2830,12084970966
FARMACIA DANIOTTI SAS DI DANIOTTI LUIGI E C.,"Via Alexandros Panagulis, 3",20059,Casarile,Milano (MI),Lombardia,F/3293,11071690967
PAOLO SARPI SRL,"Via Paolo Sarpi, 25",20154,Milano,Milano (MI),Lombardia,F/2813,05565080966
FARMACIA MAURI SRL,"Piazza della Pace, 10",20060,Gessate,Milano (MI),Lombardia,F/3270,06284510960
MUNICIPALE N.17,"Viale Ungheria, 4",20138,Milano,Milano (MI),Lombardia,F/16356,13195220150
MUNICIPALE N.1,"Via del Liri, 1/3",20138,Milano,Milano (MI),Lombardia,F/16962,13195220150
MUNICIPALE N.86,"Via San Bernardo, 2",20142,Milano,Milano (MI),Lombardia,F/18617,13195220150
MUNICIPALE N.43,"Piazzale Cuoco, 8",20137,Milano,Milano (MI),Lombardia,F/2673,13195220150
MUNICIPALE N.82,"Via Padova Ang. Via Toselli, 2",20127,Milano,Milano (MI),Lombardia,F/2704,13195220150
A.F.M. N. 2,"Via Parenzo, 8",20151,Milano,Milano (MI),Lombardia,F/2707,13195220150
MUNICIPALE N.19,"Piazza Prealpi, 3",20155,Milano,Milano (MI),Lombardia,F/2715,13195220150
LloydsFarmacia Milano n. 3,"Via Fratelli Denti, 2",20133,Milano,Milano (MI),Lombardia,F/2716,13195220150
del Lazzaretto,"Via Via Panfilo Castaldi, 29",20124,Milano,Milano (MI),Lombardia,F/2816,13432380965
FARMACIA GUARNIERI,"Via Via Venezia, 95",20025,Legnano,Milano (MI),Lombardia,F/3216,10343610969
FARMACIA BALBONI S.r.l.,"Via Giovanni Pezzotti, 59",20141,Milano,Milano (MI),Lombardia,F/2990,10581280962
FARMACIA NOVERASCO DI FARMACIA NOVA S.R.L.,"Via Enrico Fermi, 1 . 7",20073,Opera,Milano (MI),Lombardia,F/3286,04150760967
FARMACIA URUGUAY S.R.L.,"Via SEM BENELLI, 11-Ang. Via Uruguay",20129,Milano,Milano (MI),Lombardia,F/2847,13745860968
FARMACIA CENTRO MILANO SRL,"Via San Prospero ¿ Ing. Via Broletto, 1",20121,Milano,Milano (MI),Lombardia,F/2841,06769500965
Dell'Orso Milano,"Via dell'Orso, 1",20121,Milano,Milano (MI),Lombardia,F/2863,06769500965
Comunale n.4,"Via Tolstoj, 79",20098,San giuliano milanese,Milano (MI),Lombardia,F/18734,11780060155
COMUNALE N.2,"Via Della Vittoria, 20",20098,San giuliano milanese,Milano (MI),Lombardia,F/3220,11780060155
COMUNALE N.3,"Via Cavalcanti, 1",20098,San giuliano milanese,Milano (MI),Lombardia,F/3237,11780060155
COMUNALE N.1,"Via S. Remo, 3",20098,San giuliano milanese,Milano (MI),Lombardia,F/3241,11780060155
Farmacia Meazza di Dott.ssa A. MEAZZA & C. SNC,"Via Forze Armate, 4",20147,Milano,Milano (MI),Lombardia,F/2940,11978270152
FARMACIA S.CRISTOFORO S.A.S. DI NOBIS ANDREA E C.,"Piazza Tirana, SNC",20147,Milano,Milano (MI),Lombardia,F/2995,12772080151
DA SACCO SAS,"Via Cavour, 35",20040,Cambiago,Milano (MI),Lombardia,F/3321,13742630968
FARMACIA GIANNONE SAS,"Via C. FARINI, 5",20154,Milano,Milano (MI),Lombardia,F/2597,13225390965
Farmacia Centrale Dr. Brugnatelli Edoardo S.A.S.,"Via Vittorio Emanuele, 55",20075,Colturano,Milano (MI),Lombardia,F/18029,10094750964
Farmacia Centrale Dr. Brugnatelli Edoardo S.a.s.,Strada Provinciale 159,20060,Mediglia,Milano (MI),Lombardia,F/3228,10094750964
SORRENTINO SRL,"Via Gramsci, 44",20032,Cormano,Milano (MI),Lombardia,F/3420,08848170968
FARMACIA ROVANI DI PIERLUIGI CUZZOCREA & C. SAS,"Via Rovani, 84",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3521,04024530968
FARMACIA RESTA S.R.L.,"Via DELLA RESISTENZA, 14/B",20073,Opera,Milano (MI),Lombardia,F/3320,06778670965
FARMACIA PASSIRANA S.R.L.,"Via Giuseppe Casati, 7/c",20017,Rho,Milano (MI),Lombardia,F/20064,13811840969
Farmacia San Giorgio S.R.L.,"Viale Viale Liguria, 14",20090,Pieve emanuele,Milano (MI),Lombardia,F/19722,09937070960
MODERNA SRL,"Via Dante Alighieri, 143",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3419,13697450966
Lloyds Farmacia Largo Augusto,"Largo Augusto, 8",20122,Milano,Milano (MI),Lombardia,F/2845,03653681209
Farmacia Comunale Sedriano,"Via DELLA FILANDA, 1",20018,Sedriano,Milano (MI),Lombardia,F/3121,03653681209
FARMACIA SANSOVINO S.N.C. DELLA DOTT.SSA SANSONE FEDERICA & C.,"Via Sansovino, 1",20133,Milano,Milano (MI),Lombardia,F/3012,10124080960
FARMACIA DELLA PIEVE S.A.S. DELLA DR.SSA BELLONI FEDERICA & C.,"Via ROMA, 20",20072,Pieve emanuele,Milano (MI),Lombardia,F/3243,13844200967
NUOVA FARMACIA FATEBENEFRATELLI S.R.L.,"Piazzale PRINCIPESSA CLOTILDE, 1",20121,Milano,Milano (MI),Lombardia,F/2982,08965060968
Farmagorà Sant'Anna Rozzano srl,"Viale Togliatti, 121",20089,Rozzano,Milano (MI),Lombardia,F/3327,04711350167
FARMACIA SALGARI SRL,"Via Caroncini Alberto, 6",20137,Milano,Milano (MI),Lombardia,F/2689,12094200966
Farmacia Nuova Cesate,"Via Dei Mille, 3",20020,Cesate,Milano (MI),Lombardia,F/20618,11002640966
FARMACIA S. ADELE S.R.L.,"Via Degli Alpini, 48/B",20090,Buccinasco,Milano (MI),Lombardia,F/3214,11652850964
"FARMACIA DALMAZIO DEI DOTTORI PAOLO AUGUSTO FRIGERIO, CESARE FANTONI GALBIATI & C. S.N.C.","Via Quattro Novembre, 8",20090,Cusago,Milano (MI),Lombardia,F/3073,12515120967
FARMACIA SAN GIUSEPPE S.R.L.,"Stradaprovinciale Dei Giovi, 39",20082,Binasco,Milano (MI),Lombardia,F/20153,10347760968
GAIA SERVIZI SRL FARMACIA COMUNALE N.3,"Via S. Bernardo, 5",20021,Bollate,Milano (MI),Lombardia,F/3041,05932530966
GAIA SERVIZI SRL - FARMACIA COMUNALE N.4,Via Martiri di Marzabotto,20021,Bollate,Milano (MI),Lombardia,F/3070,05932530966
FARMACIA SERRA SAS DELLA DR.SSA TAVEGGIA PAOLA,"Viale Renato Serra, 52",20149,Milano,Milano (MI),Lombardia,F/2703,13862740969
TOIETTA DOTTOR TOIETTA S.R.L.,"Piazza Indipendenza, 5",20015,Parabiago,Milano (MI),Lombardia,F/3218,13884410963
Coni Zugna Farma,"Viale Coni Zugna, 56",20144,Milano,Milano (MI),Lombardia,F/2950,10376470968
FARMACIA DEL RONDO',"Piazza Martiri di via Fani, 7",20099,Sesto san giovanni,Milano (MI),Lombardia,F/3543,05506350965
GAIA SERVIZI SRL - FARMACIA COMUNALE N.2,"Via Milano, 9",20021,Bollate,Milano (MI),Lombardia,F/3081,05932530966
GAIA SERVIZI SRL,"Via Leonardo Da Vinci, 23",20021,Bollate,Milano (MI),Lombardia,F/3086,05932530966
FARMACIA BORSARI S.A.S. DI BORSARI STEFANIA,"Via Pietro Metastasio, 3",20090,Trezzano sul naviglio,Milano (MI),Lombardia,F/3112,13857980968
RIVOLTA FRANCESCA,"Via S. Bernardo, 21",20010,Mesero,Milano (MI),Lombardia,F/3064,11652780963
farmacia san giovanni,"Via Carso, 1",20085,Locate di triulzi,Milano (MI),Lombardia,F/3312,12993460968
Quadrifoglio Servizi Azienda Speciale Farmacia Comunale,"Via Varese, 2",20020,Arconate,Milano (MI),Lombardia,F/21123,12132350963
FARMACIA SANTA CHIARA SNC DOTTORI COLOMBO LEONI ALFREDO ANDREA MARIA E ANNA GIULIA MARIA,"Via Crescenzago, 36",20134,Milano,Milano (MI),Lombardia,F/2971,10921980966
Farmacia Imbriani,"Via Degli Imbriani, 35",20158,Milano,Milano (MI),Lombardia,F/2639,05937180965
FARMACIA DE MARCHI S.R.L.,"Via Emilio De Marchi, 10",20125,Milano,Milano (MI),Lombardia,F/2668,11844140969
Farmacia San Francesco S.n.c.,"Via Torino, 25",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/19824,09954660966
FARMACIA S. MATTEO SAS DELLA DR.SSA CASTAGNOLA LAURA ENRICA,"Via Civitali, 41",20148,Milano,Milano (MI),Lombardia,F/2871,13781710960
FARMACIA REPUBBLICA SRL,"Viale TUNISIA, 41",20124,Milano,Milano (MI),Lombardia,F/2931,13393680965
FARMACIA STAZIONE SRL A SOCIO UNICO,"Piazza LIBERTA', 12",20017,Rho,Milano (MI),Lombardia,F/3149,13488560965
FARMACIA CARROBBIO SRL,"Via STAMPA, 14",20123,Milano,Milano (MI),Lombardia,F/2839,13459130962
COMUNALE N.1,"Via Europa, 219",20017,Rho,Milano (MI),Lombardia,F/3050,11994300157
COMUNALE N.2,"Piazza Chiesa, 20 A-B",20017,Rho,Milano (MI),Lombardia,F/3102,11994300157
COMUNALE N. 3,Via Salvatore Di Giacomo c/o Supermercato Esselunga,20017,Rho,Milano (MI),Lombardia,F/3174,11994300157
FARMACIA CARNEVALE S.N.C. DI CARNEVALE BONINO ANDREA,"Via Raffaello Sanzio, 2/A",20149,Milano,Milano (MI),Lombardia,F/2964,13834540968
FARMACIA CENTRALE AMATO S.N.C. DELLA DOTT.SSA GIUSEPPINA AMATO,"Via Giuseppe Garibaldi, 3",20030,Senago,Milano (MI),Lombardia,F/3197,13648920968
FARMACIA SANTA BARBARA S.N.C. DI CAMPO RICCARDO & C.,"Via Alfonsine, 22",20097,San donato milanese,Milano (MI),Lombardia,F/3305,10563210961
Santa Chiara SRL,"Via San Francesco, 8/A",20014,Nerviano,Milano (MI),Lombardia,F/17659,12993870968
FARMACIA SCALABRINI SRL,"Largo Scalabrini, 6",20146,Milano,Milano (MI),Lombardia,F/2996,12684210961
Farmacia Della Basilica Srl,"Via Roma, 48",20013,Magenta,Milano (MI),Lombardia,F/3205,12578230968
FARMACIA ALLA PORTA S.R.L.,"Via Vaina ang. Porta Romana, 2",20122,Milano,Milano (MI),Lombardia,F/2913,05353530966
Farmacia Casone srl,"Via Silvio Jacini, 128",20010,Marcallo con casone,Milano (MI),Lombardia,F/21117,13378460961
Farmacia Della Rotonda Dott. Stefanetti Giancarlo & C SAS,"Via Via Arconate, 49F",20038,Busto garolfo,Milano (MI),Lombardia,F/19662,13022840964
FARMACIA SCIORTINO AEROPORTO LINATE SRL,"Salitasuperiore AEROPORTO DI LINATE, SNC",20054,Segrate,Milano (MI),Lombardia,F/3269,13209730962
FARMACIA CANONICA S.N.C. DEL DOTT. PIERCARLO MANELLI,"Via LUIGI CANONICA, 32",20154,Milano,Milano (MI),Lombardia,F/3017,13228000967
Farmacia Rizzi S.R.L.,"Via Marchesi, 30",20065,Inzago,Milano (MI),Lombardia,F/3309,09903710961
Farmacia Al Borgo S.a.s. Dei Dottori Ruggeri Ezio E Pino Annalisa,"Piazza Della Costituzione, 3",20006,Pregnana milanese,Milano (MI),Lombardia,F/19620,09869380965
CADORNA SNC DR. TIEGHI GIORGIO & C.,"Piazzale Cadorna, 11",20123,Milano,Milano (MI),Lombardia,F/3011,03362610960
SEMPIONE S.R.L.,"Corso Sempione, 141",20025,Legnano,Milano (MI),Lombardia,F/3111,12937900962
GARAVANI CORSICO S.R.L.,"Via Copernico, 4",20094,Corsico,Milano (MI),Lombardia,F/3021,12283450968
FARMAGORA' CERNUSCO S.N.2 SRL,"Piazza Risorgimento, 5",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/3247,07221160968
FARMACIA OLMETTO S.A.S. DEL DOTT. SELLE MARCO E C.,"Via Wittgens, 3",20123,Milano,Milano (MI),Lombardia,F/2828,12089440965
Cassinetta,"Via A. Moro, 7/D",20081,Cassinetta di lugagnano,Milano (MI),Lombardia,F/3114,13225780967
FARMACIA EUROPA FARMACIE MANELLI S.N.C. DEL DOTT. PIERCARLO MANELLI,"Viale VIALE EUROPA, 36",20041,Bussero,Milano (MI),Lombardia,F/17664,09714660967
FARMACIA CAMALDO DI NODARI CLAUDIO E CAMALDO ROSA MARIA S.N.C.,"Via luigi einaudi, 43",20044,Arese,Milano (MI),Lombardia,F/3134,05490470969
FARMACIA FARINATTI S.N.C. DEI DOTTORI SILVIA E GIUSEPPE FARINATTI,"Via Pier Della Francesca, 3",20154,Milano,Milano (MI),Lombardia,F/2645,05438820960
S. BARTOLOMEO sas di Giuliano Michelina & C,"Via S. Bartolomeo, 15",20023,Cerro maggiore,Milano (MI),Lombardia,F/3047,12690340968
COMUNALE N. 2,"Via Don Minzoni, 5/A",20094,Buccinasco,Milano (MI),Lombardia,F/19294,05463280965
COMUNALE N.1,"Via Marzabotto, 1",20090,Buccinasco,Milano (MI),Lombardia,F/3103,05463280965
FARMACIA COMUNALE DI PESSANO CON BORNAGO FAR.COM. SRL,"Piazza Castello, 4",20060,Pessano con bornago,Milano (MI),Lombardia,F/17178,04146750965
FARMACIA COMUNALE DI ALBIGNANO FAR.COM SRL,"Via Calipari, snc",20060,Truccazzano,Milano (MI),Lombardia,F/17292,04146750965
FARMACIA COMUNALE DI TRECELLA FAR.COM. SRL,"Via Stella, 5",20060,Pozzuolo martesana,Milano (MI),Lombardia,F/17667,04146750965
FARMACIA COMUNALE DI GESSATE FAR.COM. SRL,"Viale De Gasperi, 39/45",20060,Gessate,Milano (MI),Lombardia,F/18535,04146750965
FARMACIA COMUNALE DI POZZO D'ADDA FAR.COM. SRL,"Via Roma, 13",20060,Pozzo d'adda,Milano (MI),Lombardia,F/18688,04146750965
FARMACIA COMUNALE DI CERRO AL LAMBRO FAR.COM. SRL,"Via G. Falcone, 2",20070,Cerro al lambro,Milano (MI),Lombardia,F/18925,04146750965
FARMACIA COMUNALE DI VAPRIO D'ADDA FAR.COM. SRL,"Via San Nicolò, 15",20069,Vaprio d'adda,Milano (MI),Lombardia,F/19117,04146750965
FARMACIA COMUNALE DI PANTIGLIATE FAR.COM. SRL,"Via Risorgimento, 7/A",20090,Pantigliate,Milano (MI),Lombardia,F/19283,04146750965
FARMACIA COMUNALE PAULLO FAR.COM. SRL,"Piazza FABRIZIO DE ANDRE, 11",20067,Paullo,Milano (MI),Lombardia,F/3245,04146750965
COMUNALE,"Via Casanova, 6/10",20066,Melzo,Milano (MI),Lombardia,F/3260,04146750965
FARMACIA COMUNALE DI VIZZOLO PREDABISSI FAR.COM. SRL,"Via Verdi, 9",20070,Vizzolo predabissi,Milano (MI),Lombardia,F/3265,04146750965
FARMACIA COMUNALE N. 3 DI PIOLTELLO FAR.COM. SRL,"Via P. Nenni, 9",20096,Pioltello,Milano (MI),Lombardia,F/3291,04146750965
FARMACIA COMUNALE DI VIGNATE FAR.COM. SRL,"Via Monzese, 32",20060,Vignate,Milano (MI),Lombardia,F/3308,04146750965
farmacia Concordia dr. Papa srl,"Corso Concordia, 16",20129,Milano,Milano (MI),Lombardia,F/2611,13257040967
VERNATE,"Via Roma, 50",20080,Vernate,Milano (MI),Lombardia,F/3319,12680550964
Farmacia Plinio,"Via Plinio, 11",20129,Milano,Milano (MI),Lombardia,F/2631,12151280968
FARMACIA MARTINONI SNC DI VITTORIO E MARILISA MARTINONI,"Via Marconi, 1",20010,Buscate,Milano (MI),Lombardia,F/3066,05290340966
Farmacia Bergognone SAS,"Via Bergognone, 31",20144,Milano,Milano (MI),Lombardia,F/3020,10209770964
"FARMACIA MALPIGHI S.N.C. DI GUFFANTI GIAN PAOLO, CHIARA E GIORGIO","Via Malpighi, 12",20129,Milano,Milano (MI),Lombardia,F/2684,12867160967
FARMACIA MOLINARI DR UMBERTO SRL,"Piazza S.Ambrogio, 19",20020,Vanzaghello,Milano (MI),Lombardia,F/3160,12995750960
FARMACIA FIORE SNC DELLE DR.SSE FIORE BARBARA E SIMONA,"Via Strigelli, 2",20135,Milano,Milano (MI),Lombardia,F/2650,07561670964
FARMACIA BORGOLOMBARDO SNC DEL DOTTOR VIVIANI LINO & C,"Via LABRIOLA, 18",20098,San giuliano milanese,Milano (MI),Lombardia,F/3279,13273220965
FARMACIA MEAZZA S.N.C. DI RASTALDI CESARE E RASTALDI ELENA,"Via Matteotti, 10",20017,Rho,Milano (MI),Lombardia,F/3095,04217630963
tripharma s.a.s. di manelli maria luisa & c.,"Via via guglielmo silva, 39",20149,Milano,Milano (MI),Lombardia,F/2696,12968820964
FARMACIA PORPORA SRL,"Via Porpora, 148",20131,Milano,Milano (MI),Lombardia,F/3010,09151920965
Farmacia Bertazzoni s.r.l.,"Via Via Dante Alighieri, 63",20081,Abbiategrasso,Milano (MI),Lombardia,F/19753,09918650962
FARMACIA PELLEGRINI SRL,"Via FRATELLI CERVI, 8",20098,San giuliano milanese,Milano (MI),Lombardia,F/3252,12085250962
AZIENDA FARMACIA MUNICIPALIZZATA,"Via Sardegna, 1",20020,Magnago,Milano (MI),Lombardia,F/3098,11673420151
FARMACIA COMUNALE 1,"Via VARESE, 44",20033,Solaro,Milano (MI),Lombardia,F/3046,02640870966
COMUNALE N.2,"Corso Europa, 55",20033,Solaro,Milano (MI),Lombardia,F/3096,02640870966
Sant'Elena srl,"Via Fratelli Zoia, 84",20153,Milano,Milano (MI),Lombardia,F/2755,13073430962
Farmacia Sacco di Sacco Angela,"Via Guglielmo Marconi, 2",20033,Solaro,Milano (MI),Lombardia,F/21064,01287070070
Farmacia San Rocco,"Piazza Ronco, 2",20063,Cernusco sul naviglio,Milano (MI),Lombardia,F/20336,10610780966
VERDERIO SRL,"Via Matteotti, 14",20027,Rescaldina,Milano (MI),Lombardia,F/3088,06514840963
FARMACIA IGEA S.R.L.,"Via Gustavo Modena, 25",20129,Milano,Milano (MI),Lombardia,F/2966,07980390962
FARMACIA UMANITARIA S.R.L.,"Via Achille Maiocchi, 14",20129,Milano,Milano (MI),Lombardia,F/2962,07980640960
FARMACIA CAIROLI S.R.L.,"Via San Giovanni Sul Muro, 9",20121,Milano,Milano (MI),Lombardia,F/2624,09145070968
FARMACIA SENATO S.R.L.,"Via Senato, 2",20121,Milano,Milano (MI),Lombardia,F/2936,08801680961
FARMACIA CANOSSA S.R.L.,"Corso Sempione, 67",20149,Milano,Milano (MI),Lombardia,F/2757,12021210963
FARMACIA RAVIZZA S.R.L.,"Via Marghera, 18",20149,Milano,Milano (MI),Lombardia,F/2882,06578900968
ROMA SNC,"Via Piacenza, 24",20135,Milano,Milano (MI),Lombardia,F/2946,06700780965
SAN GIUSEPPE,"Via Villa Pompea, 9",20051,Cassina de'pecchi,Milano (MI),Lombardia,F/3287,08249630966
