Denominazione,Indirizzo,CAP,Comune,Provincia,Regione,Codice_univoco,Partita_IVA,Direccion_completa
Farmacia Alessandrino s.a.s. del Dottore Biagio Del Pio & C.,"Via dei Meli, 33/E",172,Roma,Roma (RM),Lazio,F/9313,7707721002,"Via dei Meli, 33/E, 00172 Roma, Italia"
FARMACIA ADILARDI DI PAOLA ADILARDI - Sas,"Viale Vasco De Gama, 36 A",121,Roma,Roma (RM),Lazio,F/9613,15278101009,"Viale Vasco De Gama, 36 A, 00121 Roma, Italia"
FARMACIA ANITORI SRL,"Largo livio zambeccari, 6",149,Roma,Roma (RM),Lazio,F/9581,15539321008,"Largo livio zambeccari, 6, 00149 Roma, Italia"
FARMACIA MOTTA CAMASTRA,"Via MOTTA CAMASTRA, 5",132,Roma,Roma (RM),Lazio,F/20549,15357661006,"Via MOTTA CAMASTRA, 5, 00132 Roma, Italia"
Farmacia Althea SNC delle dott.sse Cannizzaro e Madonia,"Via via di vermicino, 158/A",133,Roma,Roma (RM),Lazio,F/20628,15451031007,"Via via di vermicino, 158/A, 00133 Roma, Italia"
PADRE PIO SAS DELLA DR.SSA MARIA LUISA GRANA & C.,"Via A. Fiori, 37/39",156,Roma,Roma (RM),Lazio,F/9388,5888241006,"Via A. Fiori, 37/39, 00156 Roma, Italia"
Farmacia S. Onofrio sede 193,"Via Trionfale, 8768",135,Roma,Roma (RM),Lazio,F/9668,5888241006,"Via Trionfale, 8768, 00135 Roma, Italia"
FARMACIA MORETTI S.A.S. DEL DOTTOR FRANCESCO MORETTI,"Via Fezzan, 16/18",199,Roma,Roma (RM),Lazio,F/9141,14098201008,"Via Fezzan, 16/18, 00199 Roma, Italia"
FARMACIA BONSIGNORI S.A.S. DI GIUSEPPE BONSIGNORI & CO,"Via Tagliamento, 58/60",192,Roma,Roma (RM),Lazio,F/9083,14828021007,"Via Tagliamento, 58/60, 00192 Roma, Italia"
ANTICA FARMACIA REALE DELLA GIULIO TASSONI FARMAHOLDINGS.R.L.S-S.A.S,"Via della Vite, 1/A",187,Roma,Roma (RM),Lazio,F/9090,10218961000,"Via della Vite, 1/A, 00187 Roma, Italia"
Farmacia Oderisi Da Gubbio S.a.s. Del Dott. Vincenzo Pastore,"Via Oderisi Da Gubbio, 241",146,Roma,Roma (RM),Lazio,F/9640,14502381008,"Via Oderisi Da Gubbio, 241, 00146 Roma, Italia"
FARMACIA VILLA ADA SNC,"Via Anapo, 38/40",199,Roma,Roma (RM),Lazio,F/9140,14038671005,"Via Anapo, 38/40, 00199 Roma, Italia"
farmacia san Giorgio srl,"Via Amsterdam, 78/80",144,Roma,Roma (RM),Lazio,F/17984,14854581007,"Via Amsterdam, 78/80, 00144 Roma, Italia"
FARMACIA COLLE DEGLI ABETI,"Via Monsignor Pietro Orsi, 37-39",132,Roma,Roma (RM),Lazio,F/20407,15018461002,"Via Monsignor Pietro Orsi, 37-39, 00132 Roma, Italia"
FARMACIA INTERNAZIONALE BARBERINI SNC,"Piazza Barberini, 49",187,Roma,Roma (RM),Lazio,F/9218,14076201004,"Piazza Barberini, 49, 00187 Roma, Italia"
Farmacia Bernari srl,"Via via Carlo Bernari, 37-39-41",139,Roma,Roma (RM),Lazio,F/20457,14994091008,"Via via Carlo Bernari, 37-39-41, 00139 Roma, Italia"
FARMACIA DEL MARE DELLE DOTT.SSE COCO MARIA E PAGANO ANTONINA,"Piazzale DELLA STAZIONE DI CASTEL FUSANO,, 1/1A/1B",122,Roma,Roma (RM),Lazio,F/20458,14943531005,"Piazzale DELLA STAZIONE DI CASTEL FUSANO,, 1/1A/1B, 00122 Roma, Italia"
FARMACIA INGLESE S.R.L.,"Viale MARCONI, 107",146,Roma,Roma (RM),Lazio,F/9647,15038491005,"Viale MARCONI, 107, 00146 Roma, Italia"
FARMACIA DELLE EBRIDI SOCIETA IN ACCOMANDITA SEMPLICE DI V INCENZO MARIA ODDI & Co.,"Via dell'Appagliatore, 46/c - Ang. Via Stiepovich",121,Roma,Roma (RM),Lazio,F/9455,15036821005,"Via dell'Appagliatore, 46/c - Ang. Via Stiepovich, 00121 Roma, Italia"
FARMACIA DEI GELSI FRATELLI POLI SANDRI SOCIETA' IN NOME COLLETTIVO DI MARCO GUIDO E PAOLA POLI SANDRI,"Via dei Gelsi, 15 A",171,Roma,Roma (RM),Lazio,F/9374,14875731003,"Via dei Gelsi, 15 A, 00171 Roma, Italia"
FARMACIA PORTA PIA SAS DEL DR. EMILIO CABELLA & C.,"Via Nomentana, 25",161,Roma,Roma (RM),Lazio,F/9278,14787481002,"Via Nomentana, 25, 00161 Roma, Italia"
FARMACIA PANUNZI S.R.L.,"Viale Antonio Ciamarra, 235/237",173,Roma,Roma (RM),Lazio,F/9769,14561061004,"Viale Antonio Ciamarra, 235/237, 00173 Roma, Italia"
FARMACIE SAN RAFFAELE SAS DI BIANCA MARIA AIELLO,"Piazza Enrico Coleman, 9",155,Roma,Roma (RM),Lazio,F/9338,11429991000,"Piazza Enrico Coleman, 9, 00155 Roma, Italia"
FARMACIE SAN RAFFAELE srl,"Via di Carcaricola, 85",133,Roma,Roma (RM),Lazio,F/9750,11429991000,"Via di Carcaricola, 85, 00133 Roma, Italia"
FARMACIA DI CARLO S.A.S.,"Via Capo Passero, 26/32",122,Roma,Roma (RM),Lazio,F/9564,12995861007,"Via Capo Passero, 26/32, 00122 Roma, Italia"
FARMACIA RICCI DR. NEMESIO,"Piazza Cola di Rienzo, 31",192,Roma,Roma (RM),Lazio,F/9740,14607461002,"Piazza Cola di Rienzo, 31, 00192 Roma, Italia"
ANTICA FARMACIA SANTA EMANUELA S.R.L.,"Via dei Sardi, 29",185,Roma,Roma (RM),Lazio,F/9182,13638241003,"Via dei Sardi, 29, 00185 Roma, Italia"
FARMACIA AURORA DEL BENESSERE SRL,"Via dei Prati Fiscali, 278",141,Roma,Roma (RM),Lazio,F/9191,13316011009,"Via dei Prati Fiscali, 278, 00141 Roma, Italia"
Farmacrimi Europea Srl,"Via della Croce, 11",187,Roma,Roma (RM),Lazio,F/9121,10914191001,"Via della Croce, 11, 00187 Roma, Italia"
Prati Fiscali,"Via Delle Isole Curzolane, 31",139,Roma,Roma (RM),Lazio,F/9269,9527621008,"Via Delle Isole Curzolane, 31, 00139 Roma, Italia"
N^2847/Sede N^573 (Makalle),"Via Nomentana, 451",162,Roma,Roma (RM),Lazio,F/9137,9467481009,"Via Nomentana, 451, 00162 Roma, Italia"
IOCULANO DI DOMENICO IOCULANO SAS,"Via Tiburtina, 40",185,Roma,Roma (RM),Lazio,F/9242,9467481009,"Via Tiburtina, 40, 00185 Roma, Italia"
TERME GORDIANE,"Viale Venezia Giulia, 113",177,Roma,Roma (RM),Lazio,F/9517,14970201001,"Viale Venezia Giulia, 113, 00177 Roma, Italia"
ANTICA FARMACIA DEL CORSO SNC,"Vicolo Sciarra, 61A/61B",186,Roma,Roma (RM),Lazio,F/9254,5566591003,"Vicolo Sciarra, 61A/61B, 00186 Roma, Italia"
Farmacia Al Vaticano Del Dr. Quarta Salvatore,"Via Gregorio Vii, 129/131",165,Roma,Roma (RM),Lazio,F/9689,5878620482,"Via Gregorio Vii, 129/131, 00165 Roma, Italia"
Farmacia Trigoria S.n.c. Delle Dott.sse Vitocolonna Federica E Silvi Emanuela,"Via Giancarlo Vigorelli, 19",128,Roma,Roma (RM),Lazio,F/20149,14381711002,"Via Giancarlo Vigorelli, 19, 00128 Roma, Italia"
FARMACIA FACCIOLA' DEL DR. FABIO FACCIOLA' & C. SNC,"Via E. Rolli, 19",153,Roma,Roma (RM),Lazio,F/9624,9236941002,"Via E. Rolli, 19, 00153 Roma, Italia"
Luchino Visconti,"Via Di Settebagni, 300",139,Roma,Roma (RM),Lazio,F/20346,15054541006,"Via Di Settebagni, 300, 00139 Roma, Italia"
FARMACRIMI APUANIA Srl,"Piazzale della Stazione Tiburtina, 1",162,Roma,Roma (RM),Lazio,F/9170,9207911000,"Piazzale della Stazione Tiburtina, 1, 00162 Roma, Italia"
Farmacia Grana SAS del Dott. Pietro Grana,"Via di Villa Severini, 34",191,Roma,Roma (RM),Lazio,F/9692,10062781009,"Via di Villa Severini, 34, 00191 Roma, Italia"
Farmacia Longo snc del Dr. Giuseppe Longo,"Piazza Vittorio Emanuele II, 46",185,Roma,Roma (RM),Lazio,F/9224,4585611009,"Piazza Vittorio Emanuele II, 46, 00185 Roma, Italia"
FARMACIA PROCACCINI SAS DEL DR. ALFREDO PROCACCINI & C,"Via Giuseppe Donati, 62",159,Roma,Roma (RM),Lazio,F/9349,15035711009,"Via Giuseppe Donati, 62, 00159 Roma, Italia"
Farmacia Colle Di Mezzo,"Via V. Cerulli, 16/20",143,Roma,Roma (RM),Lazio,F/9512,2406610598,"Via V. Cerulli, 16/20, 00143 Roma, Italia"
Farmacia Maccagno S.r.l.,"Via Romeo Rodriguez Pereira, 154",136,Roma,Roma (RM),Lazio,F/9734,14545351000,"Via Romeo Rodriguez Pereira, 154, 00136 Roma, Italia"
GIOVANNI VERGA n.735,"Via Ugo Ojetti, 452/454",137,Roma,Roma (RM),Lazio,F/20428,15145441000,"Via Ugo Ojetti, 452/454, 00137 Roma, Italia"
FARMACIA MONTICHIARI di FRANCESCA ANTONIA FRENO,"Via VINCENZO COMPARINI, 122",188,Roma,Roma (RM),Lazio,F/20429,1053890800,"Via VINCENZO COMPARINI, 122, 00188 Roma, Italia"
FARMACIA DEL SOLE SRL,"Viale DEI PROMONTORI, 292",122,Roma,Roma (RM),Lazio,F/20369,14994291004,"Viale DEI PROMONTORI, 292, 00122 Roma, Italia"
Farmacie Angelini S.r.l.,"Via Tiburtina, 348/350",159,Roma,Roma (RM),Lazio,F/9380,14112581005,"Via Tiburtina, 348/350, 00159 Roma, Italia"
Farmacia Pineta Sacchetti Di Avenia Antonio E C. Societa' In Nomecollettivo,"Via Pineta Sacchetti, 464",168,Roma,Roma (RM),Lazio,F/9767,9254471007,"Via Pineta Sacchetti, 464, 00168 Roma, Italia"
S. FRANCESCO DI PAOLA DI C. & G. TEBANO SNC,"Via A. Meldola, 112",143,Roma,Roma (RM),Lazio,F/9492,4428251005,"Via A. Meldola, 112, 00143 Roma, Italia"
S. FRANCESCO DI PAOLA SNC,"Via STEFANO GRADI, 126/128",143,Roma,Roma (RM),Lazio,F/9503,4428251005,"Via STEFANO GRADI, 126/128, 00143 Roma, Italia"
Farmacia Valle Muricana del dr. Francesco Capria & C. Snc,"Via Valle Muricana, 685/687/687A",188,Roma,Roma (RM),Lazio,F/20436,14933301005,"Via Valle Muricana, 685/687/687A, 00188 Roma, Italia"
LOPRIORE Srl,"Via Etruria, 13/B",183,Roma,Roma (RM),Lazio,F/9515,5006371008,"Via Etruria, 13/B, 00183 Roma, Italia"
Farmacia Barazanò s.r.l.,"Via Barzanò, 11-13",119,Roma,Roma (RM),Lazio,F/20381,14932401004,"Via Barzanò, 11-13, 00119 Roma, Italia"
FARMACIA DUE TORRI S.R.L.,"Via PIAN DUE TORRI, 39/A-B-C",146,Roma,Roma (RM),Lazio,F/20382,15016331009,"Via PIAN DUE TORRI, 39/A-B-C, 00146 Roma, Italia"
Farmacia Umberto Frisoni snc del Dr. Dario Frisoni & C,"Viale Furio Camillo, 51",181,Roma,Roma (RM),Lazio,F/9497,4534321007,"Viale Furio Camillo, 51, 00181 Roma, Italia"
Farmacia Gatti Sas Della Dr.ssa Paola Gatti & C.,"Via R. R. Garibaldi, 87",145,Roma,Roma (RM),Lazio,F/9494,14554791005,"Via R. R. Garibaldi, 87, 00145 Roma, Italia"
Inguaggiato giorgio,"Via Flavio Stilicone, 253-257",175,Roma,Roma (RM),Lazio,F/9304,7649221004,"Via Flavio Stilicone, 253-257, 00175 Roma, Italia"
FARMACIA DEI MASSIMI DEI DR.RI ROBERTA E ANDREA CECI SNC,"Piazza Monte Gaudio, 25",135,Roma,Roma (RM),Lazio,F/9772,5483471008,"Piazza Monte Gaudio, 25, 00135 Roma, Italia"
FARMACIE COLI SNC,"Viale MARCO POLO, 35",154,Roma,Roma (RM),Lazio,F/9184,8217151003,"Viale MARCO POLO, 35, 00154 Roma, Italia"
COLI DEL DOTT. PIERGIORGIO COLI E FIGLI SNC,"Via Andrea Mantegna, 42/44",147,Roma,Roma (RM),Lazio,F/9420,8217151003,"Via Andrea Mantegna, 42/44, 00147 Roma, Italia"
FARMA 801 SRL,"Via Via Luigi Sica, 7/9",126,Roma,Roma (RM),Lazio,F/20388,15035721008,"Via Via Luigi Sica, 7/9, 00126 Roma, Italia"
FARMACIA RUSSO DI MARCO DI ATTILIO,"Via Ugento, 44,46,48",171,Roma,Roma (RM),Lazio,F/9282,15041741008,"Via Ugento, 44,46,48, 00171 Roma, Italia"
Farmacia Arcacci,"Via di Torrenova, 419-427",133,Roma,Roma (RM),Lazio,F/20391,15012911002,"Via di Torrenova, 419-427, 00133 Roma, Italia"
FARMACIA NOVA SALUS S.R.L.,"Corso Trieste, 29",198,Roma,Roma (RM),Lazio,F/9231,15039601008,"Corso Trieste, 29, 00198 Roma, Italia"
FARMACIA NICOTRA S.R.L.,"Viale CADUTI PER LA RESISTENZA, 117-119",128,Roma,Roma (RM),Lazio,F/9459,13128121004,"Viale CADUTI PER LA RESISTENZA, 117-119, 00128 Roma, Italia"
Farmacia Ciarcia' SNC,"Via baccanello, 361",123,Roma,Roma (RM),Lazio,F/9666,15530441003,"Via baccanello, 361, 00123 Roma, Italia"
Farmacia Tedone s.a.s.,"Largo Raffaele Pettazzoni, 24-26",177,Roma,Roma (RM),Lazio,F/9471,15805961008,"Largo Raffaele Pettazzoni, 24-26, 00177 Roma, Italia"
FARMACIA RALLO DI SANDRA E SILVIA SNC,"Via Flaminia Vecchia, 673",191,Roma,Roma (RM),Lazio,F/9739,9936531004,"Via Flaminia Vecchia, 673, 00191 Roma, Italia"
FARMACIA CASARANO SRL,"Viale Isacco Newton, 92/B",151,Roma,Roma (RM),Lazio,F/9643,15408651006,"Viale Isacco Newton, 92/B, 00151 Roma, Italia"
FARMACIA COLLI ANIENE SRL,"Viale P. Togliatti, 1545",155,Roma,Roma (RM),Lazio,F/9394,6343271000,"Viale P. Togliatti, 1545, 00155 Roma, Italia"
FARMACIA TRE MADONNE 2 SAS DELLA DOTTSSA MARIA BEATRICE LABATE,"Via GIOVANNI ANTONELLI, 30",197,Roma,Roma (RM),Lazio,F/9208,14570831009,"Via GIOVANNI ANTONELLI, 30, 00197 Roma, Italia"
FARMACIA MUSOLINO S.A.S. DI MASSIMO PIZZI & C.,"Via C.T. Odescalchi, 5",147,Roma,Roma (RM),Lazio,F/9464,14721761006,"Via C.T. Odescalchi, 5, 00147 Roma, Italia"
Farmacia Santa Rita da Cascia,"Viale Paolo Ferdinando Quaglia, 154",133,Roma,Roma (RM),Lazio,F/20514,15002151007,"Viale Paolo Ferdinando Quaglia, 154, 00133 Roma, Italia"
Farmacia Dott. Angelo Greco,"Via Casilina, KM16,900",133,Roma,Roma (RM),Lazio,F/9292,13199121008,"Via Casilina, KM16,900, 00133 Roma, Italia"
FARMACIA PINCHETTI SNC DEL DOTT MARCO PINCHETTI E FIGLIE,"Via dei Sabelli, 84",185,Roma,Roma (RM),Lazio,F/9130,14648021005,"Via dei Sabelli, 84, 00185 Roma, Italia"
FARMACIA IRPINA SRL,"Largo IRPINIA, 36/38",177,Roma,Roma (RM),Lazio,F/9505,16497531000,"Largo IRPINIA, 36/38, 00177 Roma, Italia"
Farmacia Togliatti S.n.c. Di Carminio Gambacorta E C.,"Viale Viale Palmiro Togliatti, 624",172,Roma,Roma (RM),Lazio,F/19465,14107251002,"Viale Viale Palmiro Togliatti, 624, 00172 Roma, Italia"
Farmacia Bastelica S.r.l.,"Via Sampiero di Bastelica, 22",176,Roma,Roma (RM),Lazio,F/9555,14509621000,"Via Sampiero di Bastelica, 22, 00176 Roma, Italia"
Farmacia Cerilli S.R.L.,"Largo Andrea Berardi, 1-2-3-4",173,Roma,Roma (RM),Lazio,F/9275,7122031003,"Largo Andrea Berardi, 1-2-3-4, 00173 Roma, Italia"
FARMACIE SANASI GIGLIOLI SNC,"Via walter tobagi, 62",169,Roma,Roma (RM),Lazio,F/9286,11429981001,"Via walter tobagi, 62, 00169 Roma, Italia"
farmacia sanasi aurelia snc,"Via aurelia, 556a",165,Roma,Roma (RM),Lazio,F/9672,14110901007,"Via aurelia, 556a, 00165 Roma, Italia"
SEVERI SILVESTRINI CORRADO,"Via Gargano, 50",141,Roma,Roma (RM),Lazio,F/9091,13480501009,"Via Gargano, 50, 00141 Roma, Italia"
Guidotti SNC,"Via R. Lanciani, 55",162,Roma,Roma (RM),Lazio,F/9150,16847181001,"Via R. Lanciani, 55, 00162 Roma, Italia"
Olimpia SNC di Rizzo Mariagiovanna e Parrella Catalano Maria Francesca,"Via del Pigneto, 162/c Ang. Via M.Sanudo",176,Roma,Roma (RM),Lazio,F/9488,10456531002,"Via del Pigneto, 162/c Ang. Via M.Sanudo, 00176 Roma, Italia"
Farmacia Pianesi S.r.l.,"Via G. Pacchiarotti, 34",139,Roma,Roma (RM),Lazio,F/9134,9472351007,"Via G. Pacchiarotti, 34, 00139 Roma, Italia"
FARMACIA WALL SNC,"Corso TRIESTE, 167",198,Roma,Roma (RM),Lazio,F/9146,14573491009,"Corso TRIESTE, 167, 00198 Roma, Italia"
FARMACIA DEGLI ESTENSI S.R.L.,"Via della Consolata, 1",164,Roma,Roma (RM),Lazio,F/9565,11491541006,"Via della Consolata, 1, 00164 Roma, Italia"
Farmacia Valle Fiorita sas del dott. Giovanni Tipaldi & C.,"Via Via S. Biagio Platani, 272/A",133,Roma,Roma (RM),Lazio,F/19634,13916801007,"Via Via S. Biagio Platani, 272/A, 00133 Roma, Italia"
FARMACIA BALDUINA S.R.L.,"Via VIA ATTILIO FRIGGERI, 153",136,Roma,Roma (RM),Lazio,F/9742,15959111004,"Via VIA ATTILIO FRIGGERI, 153, 00136 Roma, Italia"
"FARMACIA ""MAZZINI"" SOCIETA' IN NOME COLLETTIVO DEL DR. SERGIO SER RAINO E C.","Viale America, 147",144,Roma,Roma (RM),Lazio,F/9428,5097731003,"Viale America, 147, 00144 Roma, Italia"
Mazzini Snc,"Via Vidaschi, 1-2",152,Roma,Roma (RM),Lazio,F/9583,5097731003,"Via Vidaschi, 1-2, 00152 Roma, Italia"
Mazzini Snc Del Dott. Serraino Sergio,"Via Mazzini, 19 Ang. Via Brofferio, 53",195,Roma,Roma (RM),Lazio,F/9759,5097731003,"Via Mazzini, 19 Ang. Via Brofferio, 53, 00195 Roma, Italia"
FARMACIA Mazzini snc,"Via Cola di Rienzo, 215",192,Roma,Roma (RM),Lazio,F/9763,5097731003,"Via Cola di Rienzo, 215, 00192 Roma, Italia"
Farmacia Tor Millina S.R.L. società unipersonale,"Via di Tor Millina, 6",186,Roma,Roma (RM),Lazio,F/9198,10533591003,"Via di Tor Millina, 6, 00186 Roma, Italia"
CROCE EMILIO,"Via Bresadola, 19/21",171,Roma,Roma (RM),Lazio,F/9296,821600582,"Via Bresadola, 19/21, 00171 Roma, Italia"
FARMACIA CIANCI SAS DEL DR. LUIGI CIANCI & C,"Via del Trullo, 390/392",148,Roma,Roma (RM),Lazio,F/9605,15002021002,"Via del Trullo, 390/392, 00148 Roma, Italia"
FARMACIA DELLE VALLI DI MARIA LUISA RITA ROVERE & C. SNC,"Viale VAL PADANA, 67/75",141,Roma,Roma (RM),Lazio,F/9180,10624221007,"Viale VAL PADANA, 67/75, 00141 Roma, Italia"
FARMACIA MUZI SAS DI FABRIZIO MUZI,"Via Ugo Ojetti, 102",137,Roma,Roma (RM),Lazio,F/9153,10183071009,"Via Ugo Ojetti, 102, 00137 Roma, Italia"
FARMACIA ROMITA DEI DOTTORI CARMELITA E PIERLUIGI ROMITA SNC,"Via Guglielmo degli Ubertini, 3",176,Roma,Roma (RM),Lazio,F/9500,16909441004,"Via Guglielmo degli Ubertini, 3, 00176 Roma, Italia"
FARMACIA DELLA CAFFARELLA,"Via A.CRIVELLUCCI, 37",179,Roma,Roma (RM),Lazio,F/9485,16815741000,"Via A.CRIVELLUCCI, 37, 00179 Roma, Italia"
FARMACIA NICCOLINI SNC,"Viale ANGELICO, 86",195,Roma,Roma (RM),Lazio,F/9721,15035491008,"Viale ANGELICO, 86, 00195 Roma, Italia"
FARMACIA SALUS DELLA DOTT.SSA ANNUNZIATA LOFARO & C. S.N.C.,"Viale Trastevere, 229",153,Roma,Roma (RM),Lazio,F/9570,16383351000,"Viale Trastevere, 229, 00153 Roma, Italia"
FARMACIA DOTTORI DAMIANI SOCIETA' A RESPONSABILITA' LIMITATA,"Via Po, 37 c/d/e",198,Roma,Roma (RM),Lazio,F/9249,5652731000,"Via Po, 37 c/d/e, 00198 Roma, Italia"
FARMACIA SCIPIONI SAS DI ROMANI LAURA,"Via DEGLI SCIPIONI, 59",192,Roma,Roma (RM),Lazio,F/9744,14502221006,"Via DEGLI SCIPIONI, 59, 00192 Roma, Italia"
Farmacrimi Tuscolana Srl,"Largo Spartaco, 8/9/10/11",174,Roma,Roma (RM),Lazio,F/9337,11621111001,"Largo Spartaco, 8/9/10/11, 00174 Roma, Italia"
TOTINO S.R.L.,"Via Gustavo Cacini, 59/69",125,Roma,Roma (RM),Lazio,F/9244,5195571004,"Via Gustavo Cacini, 59/69, 00125 Roma, Italia"
FARMACIA RO.MA. S.A.S. DI MARIA VITTORIA DI LAURO,"Via Conca D'Oro, 213-217",141,Roma,Roma (RM),Lazio,F/19426,13848731009,"Via Conca D'Oro, 213-217, 00141 Roma, Italia"
farmacia Perlasca srl,"Via collatina, 132 134",155,Roma,Roma (RM),Lazio,F/20995,16375951007,"Via collatina, 132 134, 00155 Roma, Italia"
FARMACIA SAN GIUSEPPE S.R.L.,"Via Ciro da Urbino, 37",176,Roma,Roma (RM),Lazio,F/9514,16899411009,"Via Ciro da Urbino, 37, 00176 Roma, Italia"
FARMACIA MEDAGLIE D'ORO S.R.L.,"Piazzale MEDAGLIE D'ORO, 73",136,Roma,Roma (RM),Lazio,F/9733,15209991007,"Piazzale MEDAGLIE D'ORO, 73, 00136 Roma, Italia"
FARMACIA TRINITA' DEI MONTI S.A.S. DI HIPPO 162 FARMA S.R.L.,"Piazza di Spagna, 30",187,Roma,Roma (RM),Lazio,F/9200,10038611009,"Piazza di Spagna, 30, 00187 Roma, Italia"
FARMACIA CENTRO GIANO di Gravagna Gianluca Maria e Lauricella Salvatore e di Corrado Crocifissa s.n.c.,"Via Maierato, 35-37",126,Roma,Roma (RM),Lazio,F/20996,16404691004,"Via Maierato, 35-37, 00126 Roma, Italia"
Farmacia Angelini S.n.c. Del Dr. Angelini Giuliano Alberto & C.,"Via Pietro Romano, 70",169,Roma,Roma (RM),Lazio,F/9378,14266981001,"Via Pietro Romano, 70, 00169 Roma, Italia"
ANGELINI SNC DI ANGELINI GIULIANO ALBERTO E C.,"Largo Girolamo da Montesarchio, 9-15",125,Roma,Roma (RM),Lazio,F/9987,14266981001,"Largo Girolamo da Montesarchio, 9-15, 00125 Roma, Italia"
Farmacia Ponente Snc,"Piazzale L.Gasparri, 11\12",121,Roma,Roma (RM),Lazio,F/21013,16602441004,"Piazzale L.Gasparri, 11\12, 00121 Roma, Italia"
MED CARE SRL,"Via Eugenio Checchi, 29",157,Roma,Roma (RM),Lazio,F/9382,15189951005,"Via Eugenio Checchi, 29, 00157 Roma, Italia"
farmacie savelli srl,"Via Cavour, 88/90",184,Roma,Roma (RM),Lazio,F/9205,13958441001,"Via Cavour, 88/90, 00184 Roma, Italia"
farmacie savelli srl,"Via duccio galimberti, 21",136,Roma,Roma (RM),Lazio,F/9687,13958441001,"Via duccio galimberti, 21, 00136 Roma, Italia"
FARMACIA AQUILONIA,"Viale Partenope, 96",177,Roma,Roma (RM),Lazio,F/9510,14973061006,"Viale Partenope, 96, 00177 Roma, Italia"
FABIO MASSIMO SAS,"Via Fabio Massimo, 78",192,Roma,Roma (RM),Lazio,F/9709,14113551007,"Via Fabio Massimo, 78, 00192 Roma, Italia"
FARMACIA GAMBADAURO S.R.L.,"Via MATTEO RIPA, 43",126,Roma,Roma (RM),Lazio,F/9588,9036431006,"Via MATTEO RIPA, 43, 00126 Roma, Italia"
Farmacia Tecnopolo Tiburtino,"Via Via Montenero Sabino, 26/28",131,Roma,Roma (RM),Lazio,F/21017,16534421009,"Via Via Montenero Sabino, 26/28, 00131 Roma, Italia"
"FARMACIA MURINO DI ELEONORA, LAURA E ROSSELLA MURINO S.N.C.","Via VIA FONTEIANA, 79/79a",152,Roma,Roma (RM),Lazio,F/9636,8998151008,"Via VIA FONTEIANA, 79/79a, 00152 Roma, Italia"
FARMACIA SANT'ANDREA SNC,"Via Del Casale Sansoni, 56-56a",135,Roma,Roma (RM),Lazio,F/21020,16962411001,"Via Del Casale Sansoni, 56-56a, 00135 Roma, Italia"
Cellulosa Srl Unipersonale,"Via della Cellulosa, 42",166,Roma,Roma (RM),Lazio,F/9725,16767341007,"Via della Cellulosa, 42, 00166 Roma, Italia"
ANNA CAMPO,"Via EMMA CARELLI, 4",168,Roma,Roma (RM),Lazio,F/9706,14856421004,"Via EMMA CARELLI, 4, 00168 Roma, Italia"
RIGGIO GIUSEPPINA,"Piazza B. Avanzini, 7",157,Roma,Roma (RM),Lazio,F/9373,10356250588,"Piazza B. Avanzini, 7, 00157 Roma, Italia"
SACRO CUORE DEL DR. DAVID GIAMPIERO,"Via G. Alessi, 183",176,Roma,Roma (RM),Lazio,F/9465,10116961003,"Via G. Alessi, 183, 00176 Roma, Italia"
Farmacia SAN MAURIZIO Srl,"Via dell'Albareto, 74-76-78-80-82",126,Roma,Roma (RM),Lazio,F/21005,16408991004,"Via dell'Albareto, 74-76-78-80-82, 00126 Roma, Italia"
FARMACIA CASINI SRL,"Via Nomentana, 939/R",137,Roma,Roma (RM),Lazio,F/9248,16461861003,"Via Nomentana, 939/R, 00137 Roma, Italia"
FARMACIA CIPRO SAS DEL DR. TITO MARIA SERRAINO & C.,"Viale degli Ammiragli, 33",136,Roma,Roma (RM),Lazio,F/9833,9664901007,"Viale degli Ammiragli, 33, 00136 Roma, Italia"
ENORFARM di Enei Orsola e C.,"Via dei Serpenti, 177",184,Roma,Roma (RM),Lazio,F/9084,16138031006,"Via dei Serpenti, 177, 00184 Roma, Italia"
DEI QURITI DI EMILIA BERNOCCHI E C. SAS,"Piazza dei Quiriti, 1/2",192,Roma,Roma (RM),Lazio,F/9665,13441291005,"Piazza dei Quiriti, 1/2, 00192 Roma, Italia"
farmacia boito sas dr.ssa francesca di filippo,"Viale Somalia, 235",199,Roma,Roma (RM),Lazio,F/9149,14570811001,"Viale Somalia, 235, 00199 Roma, Italia"
CENTONZE snc,"Via della Magliana, 191-191/a",146,Roma,Roma (RM),Lazio,F/9593,16420901007,"Via della Magliana, 191-191/a, 00146 Roma, Italia"
BORNEO SRL,"Piazzale GREGORIO VII, 21",165,Roma,Roma (RM),Lazio,F/9690,16791161009,"Piazzale GREGORIO VII, 21, 00165 Roma, Italia"
Farmacia Mostacci SNC del Dr. Franco Mostacci & C,"Viale Aventino, 78",153,Roma,Roma (RM),Lazio,F/9111,15035301009,"Viale Aventino, 78, 00153 Roma, Italia"
farmacia la lucchina della dottoressa maria grazia albo e Co S.N.C.,"Via della Lucchina, 131/A",135,Roma,Roma (RM),Lazio,F/9143,14889981008,"Via della Lucchina, 131/A, 00135 Roma, Italia"
farmacia borghesi sas della dottssa giulia borghesi & co,"Largo preneste, 22",176,Roma,Roma (RM),Lazio,F/9438,15027681004,"Largo preneste, 22, 00176 Roma, Italia"
